Order ID,Material Cost,Labor Cost,Total Price Charged
O001964,326.65,42.81,415.82
O001965,163.66,252.43,489.48
O001966,62.43,318.41,574.84
O001967,378.09,278.98,800.04
O001968,226.14,212.09,580.9100000000001
O001969,333.31,233.91,599.83
O001970,84.73,64.06,329.1
O001971,299.6,299.8,622.5000000000001
O001972,70.28,143.23,373.61
O001973,495.45,116.79,773.1
O001974,345.18,295.99,792.4000000000001
O001975,126.22,36.23,290.12
O001976,265.05,292.49,702.5699999999999
O001977,443.67,143.85,744.91
O001978,61.72,43.53,150.68
O001979,195.87,377.91,700.0899999999999
O001980,134.31,249.64,464.9
O001981,358.55,205.7,600.21
O001982,144.0,373.52,606.93
O001983,126.2,75.2,368.03999999999996
O001984,461.46,258.89,866.8399999999999
O001985,228.76,399.46,700.5
O001986,434.63,308.32,813.5600000000001
O001987,138.5,238.27,566.87
O001988,335.44,105.05,618.82
O001989,372.23,217.27,680.3199999999999
O001990,101.04,294.09,415.2
O001991,215.91,249.29,500.14
O001992,436.29,100.29,667.12
O001993,422.26,34.04,637.35
O001994,204.5,277.17,678.47
O001995,235.16,39.54,433.84
O001996,346.06,183.24,564.62
O001997,121.42,296.88,449.82
O001998,194.27,280.56,617.27
O001999,101.06,307.7,557.71
O002000,270.99,398.56,811.8599999999999
O002001,290.73,170.53,500.38
O002002,416.11,354.89,851.83
O002003,100.88,273.19,569.1
O002004,419.94,352.58,907.03
O002005,175.14,199.85,432.43
O002006,366.28,354.19,850.86
O002007,363.05,323.57,880.95
O002008,306.73,383.16,805.3200000000002
O002009,423.57,186.24,807.91
O002010,235.05,171.3,511.90000000000003
O002011,72.57,145.52,415.05
O002012,366.32,134.47,628.42
O002013,301.1,347.67,727.75
O002014,120.52,341.4,559.9399999999999
O002015,100.04,158.56,345.05
O002016,292.26,83.44,471.90999999999997
O002017,382.39,134.9,657.74
O002018,205.04,323.61,561.31
O002019,408.21,314.06,895.92
O002020,59.11,73.25,217.22000000000003
O002021,448.19,387.75,864.3000000000001
O002022,441.59,337.7,824.9699999999999
O002023,104.11,71.17,328.24
O002024,274.27,193.76,588.73
O002025,240.38,310.91,669.81
O002026,182.87,297.83,649.19
O002027,257.08,237.03,638.07
O002028,302.46,214.08,671.01
O002029,405.34,330.57,780.99
O002030,200.43,331.39,585.14
O002031,96.07,241.29,385.51
O002032,201.37,393.08,776.1400000000001
O002033,313.86,387.97,833.85
O002034,375.79,168.79,618.63
O002035,433.91,360.48,916.9200000000001
O002036,291.8,37.0,469.56
O002037,154.16,33.77,351.37
O002038,92.43,78.67,340.29
O002039,172.49,311.55,663.9100000000001
O002040,133.73,280.13,491.58000000000004
O002041,440.08,255.07,769.8399999999999
O002042,200.85,159.41,393.2
O002043,303.78,128.74,472.31
O002044,496.34,385.13,983.1800000000001
O002045,339.43,114.2,572.48
O002046,200.66,393.01,707.9499999999999
O002047,150.3,264.93,492.14
O002048,317.11,262.26,771.4
O002049,414.18,270.45,823.77
O002050,113.8,194.74,338.5
O002051,212.76,158.1,544.3
O002052,337.41,322.5,768.22
O002053,298.19,365.19,799.12
O002054,194.23,323.51,620.6800000000001
O002055,202.58,294.86,555.0500000000001
O002056,376.58,168.79,617.63
O002057,142.43,141.98,454.31999999999994
O002058,318.35,355.79,783.3500000000001
O002059,291.75,199.05,548.95
O002060,457.2,186.65,672.95
O002061,379.39,168.1,609.29
O002062,467.5,241.09,868.2
O002063,406.98,166.85,753.46
O002064,161.12,370.5,709.85
O002065,179.37,128.26,361.43
O002066,120.76,322.38,505.4
O002067,78.33,183.22,346.88
O002068,493.8,187.43,858.22
O002069,168.17,333.64,593.8799999999999
O002070,246.77,106.78,527.57
O002071,496.98,101.94,778.5400000000001
O002072,348.26,230.6,747.83
O002073,159.8,72.08,405.48
O002074,261.94,76.66,467.89
O002075,130.78,398.56,657.86
O002076,84.06,291.53,438.34999999999997
O002077,331.58,211.37,605.1500000000001
O002078,58.41,165.75,365.0
O002079,147.61,88.84,403.73
O002080,156.48,204.75,492.07000000000005
O002081,253.43,337.36,789.6899999999999
O002082,130.47,95.87,271.49
O002083,482.61,213.75,786.53
O002084,89.44,242.0,355.92
O002085,178.48,224.08,514.86
O002086,223.71,225.03,542.65
O002087,97.17,209.34,427.87
O002088,129.21,141.12,410.61
O002089,302.72,380.2,751.7700000000001
O002090,63.21,195.05,408.28
O002091,143.48,100.61,399.43999999999994
O002092,157.02,317.31,516.9000000000001
O002093,216.61,153.03,480.24
O002094,401.26,316.96,821.8100000000001
O002095,495.43,30.47,690.28
O002096,180.19,155.99,401.9
O002097,56.06,216.36,394.38
O002098,259.51,164.43,485.1
O002099,160.51,296.19,555.86
O002100,54.55,97.39,298.71000000000004
O002101,199.25,70.09,464.95000000000005
O002102,244.46,80.74,398.66999999999996
O002103,448.31,285.19,925.65
O002104,105.76,116.53,417.34000000000003
O002105,143.17,364.11,669.66
O002106,202.68,272.55,534.39
O002107,246.44,48.67,320.27000000000004
O002108,346.41,190.56,719.4200000000001
O002109,464.63,162.29,684.6999999999999
O002110,62.27,130.09,252.27
O002111,308.24,74.0,562.91
O002112,434.31,379.22,982.65
O002113,288.28,234.19,677.3100000000001
O002114,168.63,47.38,353.07
O002115,302.66,122.24,617.28
O002116,390.99,77.97,658.9300000000001
O002117,181.19,196.38,516.45
O002118,428.93,212.12,821.05
O002119,286.44,291.27,648.58
O002120,267.96,310.33,775.2099999999999
O002121,358.21,56.8,452.38
O002122,58.72,83.64,274.51
O002123,100.73,351.9,531.86
O002124,301.83,220.12,668.4000000000001
O002125,463.15,197.59,746.11
O002126,214.27,51.01,322.81000000000006
O002127,238.61,396.45,696.4399999999999
O002128,257.37,202.53,530.67
O002129,347.37,332.64,866.96
O002130,404.57,282.04,848.98
O002131,240.04,39.9,429.86
O002132,185.38,309.12,572.49
O002133,411.0,382.86,888.25
O002134,199.02,327.27,552.5799999999999
O002135,95.77,224.29,464.90999999999997
O002136,104.9,158.17,395.14
O002137,213.49,214.76,479.07
O002138,342.46,47.34,587.3499999999999
O002139,421.66,203.98,705.61
O002140,75.28,179.46,353.18
O002141,476.0,291.89,816.31
O002142,152.21,349.54,686.15
O002143,164.28,393.54,638.84
O002144,217.76,58.88,357.53999999999996
O002145,178.55,169.36,537.72
O002146,470.61,195.97,817.45
O002147,329.53,36.49,467.79999999999995
O002148,300.42,35.78,412.2900000000001
O002149,494.33,147.78,685.1800000000001
O002150,110.19,268.61,549.03
O002151,118.38,321.79,605.03
O002152,419.3,123.22,665.22
O002153,339.46,187.74,563.1500000000001
O002154,283.35,228.99,533.62
O002155,218.23,345.83,659.18
O002156,66.71,245.27,353.36
O002157,362.47,99.61,598.19
O002158,95.89,284.19,442.25
O002159,411.97,123.24,559.9300000000001
O002160,407.16,131.55,567.57
O002161,102.29,354.5,496.74
O002162,169.82,345.77,642.4699999999999
O002163,452.42,268.35,764.54
O002164,250.6,157.19,451.39
O002165,175.64,161.77,373.9
O002166,145.43,81.04,318.58000000000004
O002167,427.46,373.96,829.5
O002168,396.17,174.81,670.2
O002169,310.95,85.31,548.84
O002170,89.07,280.73,513.38
O002171,379.2,324.61,837.5899999999999
O002172,125.62,174.23,426.46000000000004
O002173,125.43,63.95,238.92
O002174,210.13,285.05,680.83
O002175,269.78,185.87,500.85999999999996
O002176,171.08,306.62,520.69
O002177,102.77,284.53,441.42999999999995
O002178,477.62,68.65,692.66
O002179,59.53,276.06,471.16
O002180,254.17,267.47,656.6
O002181,277.17,214.63,629.65
O002182,480.42,316.92,913.08
O002183,237.79,345.82,744.26
O002184,276.54,142.71,509.11
O002185,275.86,280.47,741.0600000000001
O002186,416.96,98.82,628.47
O002187,147.72,220.47,492.73
O002188,370.73,61.41,479.04999999999995
O002189,303.12,275.0,712.55
O002190,79.43,80.96,225.5
O002191,238.82,146.77,522.08
O002192,447.48,258.78,780.41
O002193,379.3,251.81,723.4
O002194,447.8,156.65,646.6
O002195,61.12,389.93,504.33000000000004
O002196,490.84,397.22,917.3599999999999
O002197,484.75,149.56,753.05
O002198,97.4,389.68,526.7800000000001
O002199,403.31,219.15,715.7900000000001
O002200,251.8,208.31,486.95
O002201,413.81,388.74,939.18
O002202,320.1,183.38,654.69
O002203,273.18,379.33,726.26
O002204,195.58,269.28,542.46
O002205,184.94,38.09,351.74
O002206,256.96,57.01,477.5
O002207,412.13,118.6,690.21
O002208,136.59,284.13,545.25
O002209,297.26,179.71,597.73
O002210,425.12,81.85,680.82
O002211,107.36,140.01,305.85
O002212,274.86,172.79,495.41999999999996
O002213,489.59,303.66,929.39
O002214,111.31,41.53,193.34
O002215,307.99,258.41,657.72
O002216,299.62,142.04,532.0
O002217,232.28,32.04,460.11
O002218,358.73,89.83,468.89
O002219,361.32,288.76,739.6499999999999
O002220,437.7,243.13,810.9799999999999
O002221,450.75,303.01,818.71
O002222,202.62,114.48,398.41
O002223,72.04,62.34,213.43
O002224,251.88,156.13,439.58
O002225,244.74,347.27,726.22
O002226,354.6,52.95,492.98
O002227,157.91,399.57,723.94
O002228,137.96,255.88,569.99
O002229,497.76,60.35,684.8
O002230,314.41,280.7,775.9200000000001
O002231,299.53,138.86,600.42
O002232,182.19,160.73,463.71999999999997
O002233,340.7,399.72,787.4900000000001
O002234,475.82,295.92,863.27
O002235,439.16,383.3,973.1500000000001
O002236,180.36,277.03,533.99
O002237,395.83,44.31,487.34999999999997
O002238,216.5,121.42,481.62
O002239,297.95,353.15,764.04
O002240,243.39,115.13,449.0
O002241,270.66,165.6,632.47
O002242,90.78,376.36,579.03
O002243,183.27,39.6,392.11
O002244,127.33,374.48,561.18
O002245,249.41,345.4,626.4799999999999
O002246,253.36,308.33,639.35
O002247,261.8,78.84,463.57
O002248,331.29,107.33,630.3199999999999
O002249,275.14,274.35,742.88
O002250,463.25,185.18,778.4200000000001
O002251,356.81,107.59,648.14
O002252,242.07,343.35,708.4300000000001
O002253,334.43,298.34,781.81
O002254,466.21,35.89,645.49
O002255,497.87,310.86,974.26
O002256,300.69,74.3,509.33000000000004
O002257,71.23,141.45,389.0
O002258,270.37,169.4,491.83
O002259,462.1,264.14,831.36
O002260,335.37,140.97,517.75
O002261,285.35,65.84,482.7800000000001
O002262,468.25,202.1,855.6700000000001
O002263,408.89,109.28,616.88
O002264,335.07,317.96,707.1
O002265,62.77,298.67,552.8
O002266,135.47,263.36,568.86
O002267,192.38,314.66,653.84
O002268,294.14,188.58,607.83
O002269,463.15,186.72,831.66
O002270,332.95,42.89,518.76
O002271,458.25,67.39,685.73
O002272,325.8,396.64,905.83
O002273,370.29,55.05,624.26
O002274,229.77,260.49,558.19
O002275,277.8,250.23,711.89
O002276,498.79,326.76,946.05
O002277,493.46,104.87,628.29
O002278,380.7,219.85,650.53
O002279,419.01,377.45,903.7900000000001
O002280,341.2,109.56,636.29
O002281,439.6,161.97,661.9200000000001
O002282,432.39,274.56,790.94
O002283,421.86,343.02,930.69
O002284,375.37,71.55,537.49
O002285,467.12,283.82,854.8000000000001
O002286,354.02,212.84,614.6
O002287,332.7,162.88,662.04
O002288,266.34,76.07,440.63
O002289,148.34,40.22,343.01
O002290,446.67,90.95,735.39
O002291,277.54,307.61,635.4100000000001
O002292,495.51,369.37,1033.31
O002293,488.54,392.38,1041.27
O002294,278.46,237.86,542.26
O002295,289.37,175.17,572.51
O002296,371.57,325.62,774.8700000000001
O002297,69.4,156.91,378.95
O002298,371.45,128.51,658.13
O002299,181.69,275.87,478.05
O002300,244.44,35.71,407.92999999999995
O002301,387.1,84.05,607.1600000000001
O002302,73.58,165.16,330.18
O002303,146.31,359.07,693.92
O002304,79.56,271.45,384.93
O002305,483.79,140.59,698.91
O002306,194.57,223.9,535.6800000000001
O002307,475.36,312.76,857.32
O002308,129.06,158.68,390.85
O002309,387.58,135.74,576.81
O002310,448.48,295.64,805.44
O002311,403.41,362.43,910.3000000000001
O002312,95.47,43.29,206.04
O002313,358.0,53.48,544.52
O002314,206.02,34.24,414.19000000000005
O002315,347.66,54.79,471.78000000000003
O002316,449.31,257.22,855.6899999999999
O002317,256.44,351.06,651.8
O002318,95.43,384.58,618.27
O002319,264.36,59.58,519.06
O002320,333.54,157.85,517.13
O002321,375.5,109.28,548.01
O002322,398.2,63.11,571.9300000000001
O002323,327.34,236.61,583.96
O002324,93.6,331.03,469.21
O002325,447.27,325.54,816.66
O002326,440.54,273.97,894.11
O002327,478.98,133.5,691.51
O002328,55.29,117.7,326.47
O002329,477.87,193.0,701.71
O002330,201.18,368.51,696.8100000000001
O002331,436.57,102.69,690.93
O002332,323.73,119.7,509.85
O002333,91.92,246.98,400.28999999999996
O002334,376.66,318.33,853.46
O002335,126.69,394.43,560.5
O002336,98.08,334.57,614.12
O002337,378.86,166.61,588.4100000000001
O002338,310.02,204.51,563.4499999999999
O002339,491.13,134.19,685.4399999999999
O002340,330.13,38.22,404.5
O002341,329.0,261.98,650.41
O002342,67.08,123.14,301.43
O002343,196.95,152.3,409.87
O002344,243.13,355.52,672.65
O002345,228.51,240.49,491.89
O002346,459.98,120.26,647.53
O002347,66.32,314.03,516.66
O002348,290.13,162.4,586.3299999999999
O002349,147.77,67.87,288.07000000000005
O002350,450.87,315.31,801.59
O002351,493.77,275.35,935.05
O002352,273.93,96.17,475.18
O002353,320.59,210.66,611.52
O002354,77.2,231.35,369.62
O002355,333.82,388.4,753.0600000000001
O002356,463.3,102.55,703.36
O002357,409.14,90.77,610.52
O002358,476.19,183.47,792.53
O002359,174.19,56.04,352.36
O002360,88.41,250.25,474.34999999999997
O002361,272.95,188.96,569.73
O002362,307.73,267.75,654.33
O002363,79.76,371.18,640.35
O002364,378.26,343.38,778.28
O002365,361.04,149.01,540.91
O002366,428.5,215.28,724.4499999999999
O002367,113.68,362.43,555.8
O002368,139.51,304.99,599.0699999999999
O002369,203.9,340.19,609.0400000000001
O002370,149.04,282.17,521.38
O002371,472.68,71.92,603.1800000000001
O002372,337.74,163.8,552.02
O002373,489.25,229.86,833.83
O002374,442.23,215.57,771.6999999999999
O002375,395.95,45.28,506.99
O002376,274.6,281.77,587.48
O002377,54.35,51.4,198.35
O002378,182.1,336.44,676.0
O002379,230.34,241.68,543.3299999999999
O002380,197.37,144.3,403.16
O002381,195.94,354.13,681.29
O002382,205.67,340.99,571.13
O002383,468.06,348.51,1010.7199999999999
O002384,113.49,287.18,461.73
O002385,63.15,308.16,434.62
O002386,326.4,63.79,560.1800000000001
O002387,364.36,191.13,713.49
O002388,72.89,370.88,566.86
O002389,211.32,46.41,397.21000000000004
O002390,291.29,318.22,723.05
O002391,483.03,74.82,666.04
O002392,120.07,313.1,559.45
O002393,366.72,373.99,780.87
O002394,79.48,40.81,240.10000000000002
O002395,59.07,35.55,250.76
O002396,88.72,375.62,589.19
O002397,67.28,375.0,475.03
O002398,130.85,340.98,591.24
O002399,86.5,76.19,252.18
O002400,91.76,328.91,448.3
O002401,415.41,359.69,843.4
O002402,153.25,155.5,458.38
O002403,203.82,360.07,636.21
O002404,295.15,179.9,542.53
O002405,123.73,327.62,557.32
O002406,326.88,107.66,489.89
O002407,193.42,215.32,571.94
O002408,149.0,356.67,637.76
O002409,319.55,349.18,804.47
O002410,293.29,37.18,476.56000000000006
O002411,240.05,381.01,732.0899999999999
O002412,286.22,390.23,843.22
O002413,141.45,31.77,309.91999999999996
O002414,132.19,363.0,673.9300000000001
O002415,306.54,121.77,582.98
O002416,316.06,82.54,497.91
O002417,371.59,85.06,497.47999999999996
O002418,299.35,310.6,713.69
O002419,433.07,341.77,903.67
O002420,236.04,109.57,448.57
O002421,331.84,363.97,831.6199999999999
O002422,146.74,111.62,430.53
O002423,301.08,297.91,742.6800000000001
O002424,98.9,399.92,578.4000000000001
O002425,160.48,40.82,337.15999999999997
O002426,238.95,185.91,535.83
O002427,315.98,40.63,453.71000000000004
O002428,491.35,373.78,1049.66
O002429,363.6,397.79,953.7400000000001
O002430,415.04,68.18,609.5
O002431,432.97,205.51,763.3100000000001
O002432,143.05,104.47,378.26
O002433,305.79,389.04,873.8000000000001
O002434,310.59,334.58,746.89
O002435,295.21,85.05,456.13
O002436,98.76,98.44,221.89999999999998
O002437,423.55,159.06,634.04
O002438,379.23,381.53,865.7
O002439,455.69,160.0,775.0500000000001
O002440,271.36,370.24,669.72
O002441,278.76,221.16,602.05
O002442,68.68,175.77,281.56
O002443,129.04,244.2,532.75
O002444,410.74,114.35,667.02
O002445,128.88,317.39,596.75
O002446,98.97,294.21,507.53
O002447,133.86,268.48,569.77
O002448,393.95,237.17,768.12
O002449,136.41,369.33,623.9
O002450,173.5,190.4,501.52
O002451,122.17,162.14,415.88
O002452,207.15,264.43,547.3900000000001
O002453,78.05,225.77,390.73
O002454,432.2,374.43,862.0699999999999
O002455,300.48,298.98,776.33
O002456,440.41,149.45,662.72
O002457,131.07,261.68,439.03
O002458,369.09,252.65,716.23
O002459,300.74,234.1,686.62
O002460,467.92,198.91,782.1700000000001
O002461,328.32,155.18,546.1
O002462,493.59,356.39,888.7
O002463,191.9,156.58,427.04
O002464,278.96,65.99,491.07
O002465,407.84,189.62,725.5500000000001
O002466,371.75,329.07,864.8899999999999
O002467,387.75,35.51,447.0
O002468,486.47,89.63,714.73
O002469,333.76,307.0,747.27
O002470,494.24,114.91,670.48
O002471,247.86,43.44,325.95
O002472,251.42,184.07,491.63
O002473,288.9,333.58,773.63
O002474,279.99,221.92,526.16
O002475,345.41,149.82,649.49
O002476,465.83,343.29,887.72
O002477,211.32,166.84,572.15
O002478,343.67,329.14,714.4499999999999
O002479,152.0,247.55,592.82
O002480,65.06,217.64,321.62
O002481,145.8,302.4,489.33
O002482,98.45,264.91,453.46000000000004
O002483,366.55,317.63,834.9200000000001
O002484,180.09,167.91,410.36
O002485,271.36,385.41,694.04
O002486,122.03,255.78,417.94
O002487,236.66,81.2,475.42
O002488,376.03,286.12,796.13
O002489,70.61,385.09,538.0
O002490,53.75,134.57,270.1
O002491,202.15,193.51,477.11999999999995
O002492,314.56,87.71,464.27
O002493,229.32,224.52,555.5500000000001
O002494,72.96,398.75,540.3299999999999
O002495,73.51,328.93,551.78
O002496,138.55,180.0,420.06
O002497,297.92,259.04,632.0400000000001
O002498,201.95,180.25,550.65
O002499,160.42,100.44,363.95000000000005
O002500,441.81,142.41,764.49
O002501,310.12,370.52,868.14
O002502,468.77,126.93,618.22
O002503,239.26,35.0,322.5
O002504,64.45,62.4,261.65999999999997
O002505,340.84,327.46,850.66
O002506,142.16,339.91,649.32
O002507,94.84,197.76,403.27000000000004
O002508,250.86,37.29,367.40000000000003
O002509,461.95,270.75,776.7700000000001
O002510,261.65,267.13,563.4
O002511,149.91,91.26,278.78000000000003
O002512,370.07,205.31,751.98
O002513,152.5,276.01,622.27
O002514,266.52,185.25,494.03999999999996
O002515,259.68,157.43,591.79
O002516,282.61,210.45,563.9300000000001
O002517,128.03,381.71,555.51
O002518,299.18,278.28,752.83
O002519,163.35,30.45,234.14
O002520,96.51,399.25,593.84
O002521,323.11,189.05,593.8800000000001
O002522,236.65,239.54,587.92
O002523,213.03,389.61,624.6899999999999
O002524,106.47,194.88,466.96000000000004
O002525,193.97,391.49,669.6400000000001
O002526,247.12,69.72,448.6
O002527,370.77,259.67,829.0600000000001
O002528,244.71,200.58,523.29
O002529,499.86,110.86,701.59
O002530,473.61,44.75,657.1700000000001
O002531,416.48,182.9,781.6800000000001
O002532,352.64,229.16,689.03
O002533,102.64,211.34,482.74
O002534,486.24,128.8,696.73
O002535,409.84,206.23,775.79
O002536,487.4,40.32,710.0500000000001
O002537,356.92,43.14,465.40999999999997
O002538,475.31,335.7,878.66
O002539,390.61,251.68,825.8399999999999
O002540,354.75,143.06,584.45
O002541,496.19,60.19,736.71
O002542,314.23,314.05,808.75
O002543,55.71,149.52,400.38
O002544,236.89,394.58,777.4300000000001
O002545,486.06,187.42,798.3
O002546,446.25,176.9,730.9
O002547,113.66,124.29,357.48
O002548,108.97,266.25,469.70000000000005
O002549,241.85,247.87,567.62
O002550,317.12,176.56,536.38
O002551,424.52,378.47,941.88
O002552,475.9,386.61,1002.69
O002553,215.0,184.79,578.56
O002554,483.47,75.98,668.5500000000001
O002555,347.41,69.38,472.55
O002556,117.08,234.26,394.26
O002557,91.91,115.49,260.77
O002558,437.4,296.22,858.31
O002559,453.74,110.31,696.6099999999999
O002560,346.42,73.98,553.7
O002561,317.77,241.27,745.25
O002562,497.8,120.14,662.6400000000001
O002563,75.4,43.69,198.73000000000002
O002564,384.93,381.71,844.6899999999999
O002565,377.68,182.77,627.94
O002566,355.42,305.96,791.54
O002567,312.7,300.08,798.12
O002568,379.07,354.91,930.6700000000001
O002569,261.39,297.52,672.3
O002570,173.78,338.13,696.06
O002571,96.91,107.22,262.26
O002572,131.62,173.17,411.29999999999995
O002573,129.79,243.75,477.01
O002574,467.54,214.83,770.5
O002575,121.48,314.25,599.14
O002576,89.59,107.59,294.77
O002577,258.61,226.34,566.84
O002578,293.29,206.26,647.01
O002579,329.95,124.6,524.1099999999999
O002580,168.89,178.99,538.02
O002581,111.88,203.24,493.20000000000005
O002582,140.46,311.11,553.7
O002583,70.28,69.46,329.68
O002584,295.35,271.59,716.11
O002585,385.73,116.19,524.91
O002586,488.41,107.94,698.58
O002587,393.35,269.69,798.18
O002588,156.51,378.38,586.01
O002589,480.37,152.11,753.73
O002590,270.93,31.69,341.48
O002591,235.24,100.6,444.31000000000006
O002592,368.23,178.44,567.4100000000001
O002593,297.51,35.22,430.08000000000004
O002594,245.61,86.3,437.77000000000004
O002595,158.27,213.44,461.83000000000004
O002596,279.29,350.77,689.4699999999999
O002597,313.6,376.04,727.2300000000001
O002598,91.17,370.42,491.91
O002599,227.2,197.58,450.88
O002600,452.46,59.44,662.6899999999999
O002601,217.46,260.16,548.24
O002602,387.77,220.59,781.12
O002603,281.4,109.0,548.01
O002604,239.4,359.44,762.97
O002605,448.44,285.82,837.29
O002606,393.89,266.97,845.47
O002607,315.3,277.32,772.7
O002608,224.23,371.82,776.89
O002609,312.7,279.59,635.91
O002610,350.21,123.53,672.46
O002611,456.94,92.69,694.3
O002612,422.94,224.89,694.3699999999999
O002613,231.38,139.01,422.07
O002614,248.82,68.08,416.79999999999995
O002615,322.57,361.49,829.1199999999999
O002616,378.81,202.95,705.85
O002617,185.2,200.0,406.40999999999997
O002618,279.71,248.18,562.38
O002619,335.31,232.2,612.87
O002620,427.48,219.19,743.44
O002621,126.37,144.89,391.90999999999997
O002622,377.07,73.99,477.03
O002623,295.96,390.04,791.06
O002624,280.99,382.77,833.04
O002625,411.44,277.06,788.64
O002626,398.77,78.19,508.94
O002627,274.5,338.62,687.1
O002628,182.09,171.13,447.22
O002629,459.39,256.55,773.0500000000001
O002630,123.25,61.66,257.81
O002631,319.59,153.46,621.5799999999999
O002632,254.64,386.33,699.0400000000001
O002633,451.06,107.01,594.6500000000001
O002634,174.12,51.5,254.55
O002635,233.48,260.49,529.51
O002636,131.03,285.28,451.49999999999994
O002637,74.36,378.05,640.54
O002638,327.46,132.55,621.53
O002639,405.26,61.61,582.54
O002640,434.55,81.61,584.0999999999999
O002641,494.4,38.93,634.92
O002642,258.88,181.01,571.2
O002643,242.33,137.18,452.15
O002644,369.09,136.21,611.6099999999999
O002645,170.45,141.98,468.61999999999995
O002646,411.06,179.2,649.95
O002647,257.37,43.97,478.76
O002648,416.99,285.96,881.02
O002649,189.67,138.3,514.5600000000001
O002650,445.62,290.61,768.37
O002651,274.52,151.57,524.47
O002652,187.54,47.71,419.63
O002653,179.63,116.34,353.93
O002654,404.6,259.45,763.4399999999999
O002655,358.46,96.15,554.28
O002656,198.38,395.49,647.47
O002657,447.79,334.07,818.5
O002658,430.68,222.85,760.39
O002659,211.46,93.54,421.19
O002660,133.99,205.86,362.83000000000004
O002661,476.85,158.95,728.29
O002662,476.33,115.89,627.6600000000001
O002663,429.24,347.31,801.93
O002664,367.14,237.42,798.78
O002665,376.16,66.34,504.46
O002666,361.42,261.3,747.12
O002667,381.98,251.63,786.48
O002668,81.37,219.11,456.85
O002669,193.81,398.13,689.26
O002670,151.16,125.84,343.97
O002671,132.61,378.61,650.89
O002672,181.48,185.73,553.62
O002673,120.76,396.47,554.1
O002674,363.64,399.47,899.1700000000001
O002675,66.06,327.19,447.22
O002676,467.81,393.49,892.7299999999999
O002677,476.6,191.79,711.03
O002678,392.5,269.25,785.04
O002679,113.83,382.69,563.5699999999999
O002680,356.4,225.46,671.71
O002681,118.93,388.58,541.1
O002682,82.36,288.88,514.75
O002683,207.58,42.5,379.34000000000003
O002684,56.3,396.33,648.17
O002685,247.47,289.38,623.64
O002686,230.82,365.99,673.26
O002687,290.19,327.83,663.72
O002688,382.78,217.45,638.44
O002689,388.98,375.11,801.76
O002690,337.38,334.48,728.98
O002691,97.31,316.74,560.77
O002692,303.58,172.98,507.55999999999995
O002693,77.95,222.65,452.89
O002694,331.9,229.37,629.71
O002695,404.4,230.01,739.12
O002696,327.56,349.78,699.7099999999999
O002697,209.08,268.58,608.43
O002698,207.12,63.64,436.24
O002699,205.37,200.89,582.65
O002700,401.47,356.8,884.8299999999999
O002701,99.44,297.3,501.56
O002702,319.8,260.36,618.7700000000001
O002703,231.79,42.59,425.62
O002704,358.19,339.07,766.78
O002705,233.83,295.0,576.8000000000001
O002706,157.22,102.72,344.73
O002707,427.94,210.52,790.3900000000001
O002708,136.48,261.2,455.02
O002709,373.69,394.88,912.03
O002710,431.55,371.66,913.4200000000001
O002711,351.19,70.88,460.28
O002712,192.16,210.5,484.95
O002713,128.13,175.92,370.4599999999999
O002714,359.76,47.95,461.46
O002715,137.37,372.63,582.2
O002716,489.22,167.11,763.9200000000001
O002717,450.82,391.68,960.72
O002718,253.68,336.99,757.5400000000001
O002719,61.68,281.22,504.49
O002720,162.51,93.82,440.28
O002721,394.5,369.13,903.2
O002722,110.0,337.41,518.52
O002723,381.26,129.64,642.37
O002724,80.91,280.2,394.81
O002725,198.42,201.1,562.5699999999999
O002726,184.35,186.75,417.99
O002727,132.65,108.45,390.41
O002728,354.09,311.05,692.33
O002729,224.92,256.18,632.9000000000001
O002730,235.41,199.24,530.17
O002731,145.96,337.76,525.82
O002732,57.91,111.0,251.07
O002733,57.55,384.0,520.24
O002734,178.58,66.72,299.58000000000004
O002735,243.95,189.23,599.31
O002736,330.73,396.83,861.74
O002737,147.5,244.57,417.78999999999996
O002738,276.56,268.75,645.1199999999999
O002739,59.66,237.32,421.90000000000003
O002740,206.49,102.58,493.64
O002741,224.42,47.5,395.36999999999995
O002742,473.43,30.19,602.99
O002743,491.65,99.13,666.43
O002744,301.29,173.06,646.73
O002745,84.24,351.02,532.4
O002746,83.35,374.47,512.8900000000001
O002747,133.18,342.71,652.5699999999999
O002748,447.44,75.3,722.65
O002749,55.92,65.27,143.42
O002750,159.96,76.5,342.18
O002751,135.76,322.64,478.69
O002752,227.66,55.87,324.62
O002753,444.47,150.85,773.27
O002754,306.06,350.71,677.42
O002755,152.72,363.9,610.72
O002756,348.66,180.85,565.5699999999999
O002757,457.73,213.37,725.5
O002758,156.36,138.44,446.8
O002759,211.74,296.7,671.01
O002760,127.78,265.32,556.69
O002761,451.05,304.13,906.1800000000001
O002762,483.4,291.14,806.56
O002763,274.97,92.04,430.22
O002764,416.47,143.86,682.2
O002765,344.25,114.65,593.3199999999999
O002766,276.35,385.62,725.64
O002767,131.71,237.56,440.99
O002768,381.91,260.79,676.73
O002769,204.33,47.22,273.94
O002770,266.08,43.01,371.58
O002771,465.04,371.45,959.94
O002772,148.46,91.79,422.08000000000004
O002773,99.31,84.13,274.59000000000003
O002774,370.66,112.79,513.6700000000001
O002775,440.88,173.39,795.99
O002776,317.54,108.77,608.26
O002777,189.78,89.41,403.87
O002778,51.8,131.32,290.7
