Order ID,Ship Date,Delivery Status,Carrier
O002717,2023-03-04,Delivered,USPS
O002718,2023-09-29,Delivered,FedEx
O002719,2023-10-15,Shipped,FedEx
O002720,2023-11-16,Delayed,UPS
O002721,2023-10-08,Shipped,DHL
O002722,2024-01-11,In Transit,DHL
O002723,2024-01-06,Delayed,UPS
O002724,2023-10-17,Shipped,USPS
O002725,2023-02-03,Shipped,FedEx
O002726,2023-05-16,In Transit,FedEx
O002727,2023-03-22,In Transit,FedEx
O002728,2023-01-20,Delivered,USPS
O002729,2023-11-29,Shipped,USPS
O002730,2023-02-10,Delayed,USPS
O002731,2023-01-21,Delayed,FedEx
O002732,2023-06-22,Delayed,DHL
O002733,2023-07-04,Shipped,USPS
O002734,2023-06-30,Shipped,DHL
O002735,2023-12-16,Shipped,USPS
O002736,2023-04-26,Delivered,USPS
O002737,2023-05-09,Delivered,UPS
O002738,2023-04-05,Shipped,DHL
O002739,2023-05-02,Delivered,USPS
O002740,2023-01-23,In Transit,FedEx
O002741,2023-10-29,In Transit,DHL
O002742,2023-02-05,Delivered,DHL
O002743,2023-02-13,Delivered,UPS
O002744,2023-03-21,Delivered,UPS
O002745,2023-06-20,Delayed,FedEx
O002746,2023-02-26,Delivered,FedEx
O002747,2023-05-26,Shipped,FedEx
O002748,2023-08-15,Shipped,USPS
O002749,2023-09-19,Delivered,USPS
O002750,2023-07-25,In Transit,UPS
O002751,2023-11-09,Delayed,UPS
O002752,2023-04-13,Delayed,DHL
O002753,2023-08-30,Shipped,FedEx
O002754,2023-02-26,In Transit,USPS
O002755,2023-05-17,Delivered,USPS
O002756,2023-06-07,Delivered,FedEx
O002757,2023-08-16,Delayed,DHL
O002758,2023-07-02,In Transit,UPS
O002759,2023-06-16,Delayed,FedEx
O002760,2023-09-16,Delayed,USPS
O002761,2023-09-06,Delivered,USPS
O002762,2023-05-31,Delayed,USPS
O002763,2023-07-11,Shipped,USPS
O002764,2023-08-23,In Transit,USPS
O002765,2023-12-21,Delayed,UPS
O002766,2023-10-09,Delivered,FedEx
O002767,2023-10-31,In Transit,DHL
O002768,2024-01-10,Delivered,UPS
O002769,2023-12-26,Delivered,DHL
O002770,2023-10-24,In Transit,UPS
O002771,2023-05-08,In Transit,UPS
O002772,2023-11-11,Shipped,UPS
O002773,2023-06-10,Delivered,FedEx
O002774,2023-04-22,Delayed,UPS
O002775,2023-05-17,Shipped,UPS
O002776,2023-03-21,Delivered,USPS
O002777,2023-07-23,Shipped,DHL
O002778,2023-06-19,In Transit,UPS
O002779,2023-01-25,Delayed,DHL
O002780,2023-11-24,Delivered,USPS
O002781,2023-07-16,Shipped,DHL
O002782,2023-09-06,Shipped,FedEx
O002783,2023-05-19,Delivered,DHL
O002784,2023-05-20,Shipped,UPS
O002785,2023-07-31,Delivered,FedEx
O002786,2023-02-03,Shipped,FedEx
O002787,2023-10-10,Shipped,USPS
O002788,2023-11-14,Shipped,DHL
O002789,2023-12-26,Shipped,DHL
O002790,2023-07-16,Delayed,USPS
O002791,2023-06-01,In Transit,DHL
O002792,2023-10-08,Delayed,UPS
O002793,2023-04-22,In Transit,USPS
O002794,2023-05-19,Delayed,UPS
O002795,2023-09-05,In Transit,FedEx
O002796,2023-10-26,Shipped,FedEx
O002797,2023-10-12,Delayed,DHL
O002798,2023-10-05,Shipped,FedEx
O002799,2024-01-10,In Transit,FedEx
O002800,2023-04-26,In Transit,FedEx
O002801,2023-05-14,Delayed,FedEx
O002802,2023-04-27,Delivered,USPS
O002803,2023-06-05,Shipped,USPS
O002804,2023-05-08,Shipped,USPS
O002805,2023-07-29,In Transit,FedEx
O002806,2023-04-27,In Transit,USPS
O002807,2024-01-02,Delivered,USPS
O002808,2023-09-15,In Transit,UPS
O002809,2023-12-15,Delayed,DHL
O002810,2023-12-11,Delayed,FedEx
O002811,2023-05-17,Delayed,DHL
O002812,2023-04-14,In Transit,USPS
O002813,2023-10-12,Shipped,FedEx
O002814,2023-10-01,Shipped,FedEx
O002815,2023-09-19,Delayed,FedEx
O002816,2023-11-02,Shipped,FedEx
O002817,2023-05-11,In Transit,USPS
O002818,2023-05-11,Delayed,DHL
O002819,2023-04-18,In Transit,UPS
O002820,2023-11-28,Shipped,UPS
O002821,2023-11-16,Delayed,UPS
O002822,2023-05-12,Delayed,DHL
O002823,2023-07-13,Shipped,UPS
O002824,2023-09-04,Delayed,DHL
O002825,2023-06-02,Delayed,FedEx
O002826,2023-11-27,Shipped,UPS
O002827,2023-10-08,Delayed,USPS
O002828,2023-12-19,Delayed,USPS
O002829,2023-03-03,Shipped,UPS
O002830,2023-03-30,Delayed,UPS
O002831,2023-12-08,Delivered,USPS
O002832,2023-09-25,In Transit,DHL
O002833,2023-07-23,Delivered,UPS
O002834,2023-06-10,Shipped,DHL
O002835,2023-03-22,In Transit,UPS
O002836,2023-11-08,Delivered,FedEx
O002837,2023-02-24,In Transit,UPS
O002838,2023-08-14,Shipped,USPS
O002839,2023-02-04,Shipped,DHL
O002840,2023-01-17,In Transit,FedEx
O002841,2023-02-01,Delayed,UPS
O002842,2023-11-13,Delivered,USPS
O002843,2023-12-20,In Transit,UPS
O002844,2023-06-27,In Transit,UPS
O002845,2023-10-10,In Transit,USPS
O002846,2023-11-07,Shipped,USPS
O002847,2023-07-05,Delivered,FedEx
O002848,2023-11-09,Delayed,DHL
O002849,2023-04-13,Delayed,USPS
O002850,2023-10-20,Delayed,FedEx
O002851,2023-07-08,Delivered,UPS
O002852,2023-04-17,Delivered,FedEx
O002853,2023-06-08,Shipped,FedEx
O002854,2023-05-15,Shipped,USPS
O002855,2023-01-13,In Transit,UPS
O002856,2023-11-04,Shipped,DHL
O002857,2023-08-28,Shipped,DHL
O002858,2023-07-20,Delayed,UPS
O002859,2023-06-28,Shipped,USPS
O002860,2023-06-12,Delivered,DHL
O002861,2023-09-01,In Transit,UPS
O002862,2023-11-01,In Transit,USPS
O002863,2023-08-18,Delivered,FedEx
O002864,2023-03-07,Shipped,FedEx
O002865,2023-05-04,In Transit,FedEx
O002866,2023-04-19,Delivered,USPS
O002867,2023-11-20,Delivered,FedEx
O002868,2023-04-02,In Transit,UPS
O002869,2023-10-31,In Transit,FedEx
O002870,2023-10-11,Shipped,DHL
O002871,2023-03-01,In Transit,UPS
O002872,2023-09-20,Delivered,FedEx
O002873,2023-05-12,Delivered,DHL
O002874,2023-01-12,In Transit,USPS
O002875,2023-04-28,Delayed,FedEx
O002876,2023-11-13,Delayed,DHL
O002877,2023-03-20,Delayed,FedEx
O002878,2023-09-19,Delayed,UPS
O002879,2023-02-04,Shipped,DHL
O002880,2023-06-17,Delayed,DHL
O002881,2023-08-14,In Transit,FedEx
O002882,2023-06-13,Delivered,DHL
O002883,2023-09-12,Shipped,UPS
O002884,2023-04-20,Delayed,USPS
O002885,2023-08-27,Shipped,DHL
O002886,2023-04-28,Shipped,FedEx
O002887,2023-05-02,In Transit,UPS
O002888,2023-08-22,Delayed,DHL
O002889,2023-01-19,Shipped,USPS
O002890,2023-11-13,In Transit,FedEx
O002891,2023-02-12,Delivered,UPS
O002892,2023-08-27,Delivered,FedEx
O002893,2023-06-30,In Transit,USPS
O002894,2023-06-27,Shipped,DHL
O002895,2023-10-12,Delayed,FedEx
O002896,2023-09-12,In Transit,FedEx
O002897,2023-12-08,Delivered,DHL
O002898,2023-03-13,Delayed,FedEx
O002899,2023-04-16,Shipped,DHL
O002900,2023-08-13,Shipped,USPS
O002901,2023-08-04,Delivered,FedEx
O002902,2023-11-23,Delayed,USPS
O002903,2023-02-08,Delivered,DHL
O002904,2023-12-14,In Transit,USPS
O002905,2023-06-26,In Transit,USPS
O002906,2023-08-05,Delivered,FedEx
O002907,2023-12-13,Delivered,UPS
O002908,2023-10-12,Delivered,DHL
O002909,2023-04-04,Shipped,UPS
O002910,2023-04-22,Delivered,USPS
O002911,2023-04-18,In Transit,USPS
O002912,2023-06-26,Delivered,UPS
O002913,2023-07-24,Delayed,USPS
O002914,2023-01-31,In Transit,FedEx
O002915,2023-06-24,Delayed,DHL
O002916,2023-01-18,In Transit,USPS
O002917,2023-05-27,Shipped,UPS
O002918,2023-10-26,Shipped,UPS
O002919,2023-11-09,In Transit,UPS
O002920,2023-08-22,In Transit,UPS
O002921,2023-08-06,Delayed,DHL
O002922,2023-09-21,In Transit,UPS
O002923,2024-01-01,Delayed,DHL
O002924,2023-05-01,In Transit,UPS
O002925,2023-05-13,Shipped,FedEx
O002926,2023-01-19,Shipped,UPS
O002927,2023-07-24,In Transit,FedEx
O002928,2023-02-02,In Transit,DHL
O002929,2023-07-15,Delayed,UPS
O002930,2023-02-21,Delivered,USPS
O002931,2023-04-21,Delayed,FedEx
O002932,2023-07-27,In Transit,FedEx
O002933,2023-07-21,Delivered,USPS
O002934,2023-02-12,Delivered,USPS
O002935,2023-11-05,Delivered,UPS
O002936,2023-12-05,Delivered,UPS
O002937,2023-06-28,Shipped,UPS
O002938,2023-04-11,In Transit,DHL
O002939,2024-01-06,Delayed,UPS
O002940,2023-07-01,Delayed,USPS
O002941,2023-08-18,Shipped,UPS
O002942,2023-02-20,Delayed,DHL
O002943,2023-03-04,Delivered,DHL
O002944,2023-02-19,Delivered,USPS
O002945,2023-04-14,In Transit,DHL
O002946,2023-02-05,In Transit,FedEx
O002947,2023-10-14,Delivered,UPS
O002948,2023-06-30,Delayed,UPS
O002949,2023-03-06,Delivered,FedEx
O002950,2023-11-30,In Transit,FedEx
O002951,2023-07-27,In Transit,USPS
O002952,2023-09-21,Delayed,UPS
O002953,2023-06-13,Delivered,FedEx
O002954,2023-11-05,Shipped,DHL
O002955,2023-01-26,Delayed,FedEx
O002956,2023-12-30,Delayed,USPS
O002957,2024-01-02,Shipped,FedEx
O002958,2023-03-20,Shipped,DHL
O002959,2023-10-04,Delayed,DHL
O002960,2023-07-02,Delayed,UPS
O002961,2023-01-28,Shipped,FedEx
O002962,2023-04-29,In Transit,FedEx
O002963,2023-11-22,Shipped,USPS
O002964,2023-02-10,Delayed,USPS
O002965,2023-05-21,Shipped,UPS
O002966,2023-09-05,Delayed,FedEx
O002967,2023-02-03,Shipped,USPS
O002968,2023-11-27,Shipped,FedEx
O002969,2023-10-09,Delayed,DHL
O002970,2024-01-08,Delivered,UPS
O002971,2023-01-13,Delivered,UPS
O002972,2023-01-27,Shipped,FedEx
O002973,2023-02-22,Delivered,DHL
O002974,2023-08-01,In Transit,USPS
O002975,2023-08-16,Delivered,UPS
O002976,2023-03-07,Shipped,USPS
O002977,2023-05-06,Delayed,FedEx
O002978,2023-02-21,Delayed,FedEx
O002979,2023-07-22,Delayed,UPS
O002980,2023-02-23,Delivered,USPS
O002981,2023-03-22,In Transit,FedEx
O002982,2024-01-08,Delivered,USPS
O002983,2023-10-28,Delayed,USPS
O002984,2023-09-10,Delivered,UPS
O002985,2023-01-08,In Transit,USPS
O002986,2023-10-06,Delivered,UPS
O002987,2024-01-08,Shipped,DHL
O002988,2023-07-05,Shipped,FedEx
O002989,2023-05-18,Delivered,FedEx
O002990,2023-07-22,Shipped,UPS
O002991,2023-04-05,Delivered,FedEx
O002992,2023-01-17,Delivered,USPS
O002993,2023-03-03,Delivered,USPS
O002994,2023-04-22,Delayed,DHL
O002995,2023-07-30,Shipped,FedEx
O002996,2023-03-23,In Transit,UPS
O002997,2023-11-04,Delayed,DHL
O002998,2023-06-11,Delivered,DHL
O002999,2023-08-20,In Transit,UPS
O003000,2023-01-13,Shipped,FedEx
O003001,2023-11-03,Shipped,DHL
O003002,2023-11-04,Delivered,UPS
O003003,2023-04-04,Shipped,USPS
O003004,2023-02-11,Delayed,DHL
O003005,2023-05-27,Shipped,UPS
O003006,2023-06-14,In Transit,USPS
O003007,2023-11-11,Delayed,FedEx
O003008,2023-09-06,In Transit,FedEx
O003009,2023-06-02,Delayed,DHL
O003010,2023-05-29,Delayed,FedEx
O003011,2023-05-10,Delivered,USPS
O003012,2023-04-02,In Transit,FedEx
O003013,2023-10-24,Shipped,FedEx
O003014,2023-05-16,In Transit,USPS
O003015,2023-10-18,In Transit,UPS
O003016,2023-07-19,Shipped,UPS
O003017,2023-03-20,Delivered,USPS
O003018,2023-11-14,Delayed,FedEx
O003019,2023-02-07,In Transit,UPS
O003020,2023-09-23,In Transit,UPS
O003021,2023-09-26,Shipped,USPS
O003022,2023-11-08,In Transit,USPS
O003023,2023-02-27,Delivered,UPS
O003024,2024-01-08,Delayed,USPS
O003025,2023-03-08,Shipped,DHL
O003026,2023-08-31,Delivered,UPS
O003027,2023-06-05,Shipped,DHL
O003028,2023-06-06,Delivered,UPS
O003029,2023-12-22,Delivered,DHL
O003030,2023-08-06,Delivered,UPS
O003031,2023-05-20,In Transit,USPS
O003032,2023-06-09,In Transit,UPS
O003033,2023-04-13,Shipped,USPS
O003034,2023-06-09,Delayed,USPS
O003035,2023-08-17,Shipped,UPS
O003036,2023-10-25,Shipped,USPS
O003037,2023-05-29,Shipped,USPS
O003038,2023-09-04,In Transit,UPS
O003039,2023-04-17,Delayed,FedEx
O003040,2023-09-02,In Transit,UPS
O003041,2023-10-23,Delivered,USPS
O003042,2023-02-03,Delivered,DHL
O003043,2023-03-15,Shipped,DHL
O003044,2023-05-01,In Transit,FedEx
O003045,2023-05-28,In Transit,UPS
O003046,2023-07-15,Shipped,USPS
O003047,2023-06-21,Shipped,FedEx
O003048,2023-07-13,Shipped,FedEx
O003049,2023-10-29,In Transit,FedEx
O003050,2023-11-17,Delayed,DHL
O003051,2023-06-13,Delivered,USPS
O003052,2023-04-07,Shipped,USPS
O003053,2023-03-09,In Transit,USPS
O003054,2023-04-05,In Transit,FedEx
O003055,2023-01-22,In Transit,DHL
O003056,2024-01-06,Delivered,UPS
O003057,2023-07-01,Delayed,USPS
O003058,2023-11-04,Delivered,DHL
O003059,2023-08-09,Delivered,USPS
O003060,2023-08-24,Shipped,USPS
O003061,2023-11-03,Delayed,USPS
O003062,2023-07-13,Delayed,DHL
O003063,2023-06-16,In Transit,UPS
O003064,2023-03-29,Shipped,USPS
O003065,2023-02-03,Delayed,DHL
O003066,2023-12-16,Delayed,FedEx
O003067,2023-12-16,Shipped,FedEx
O003068,2023-08-29,In Transit,DHL
O003069,2023-09-18,Delivered,DHL
O003070,2023-08-27,Delivered,UPS
O003071,2023-10-03,Delayed,FedEx
O003072,2023-05-01,Delivered,USPS
O003073,2023-02-11,Shipped,USPS
O003074,2023-03-14,In Transit,USPS
O003075,2023-08-23,Delivered,UPS
O003076,2023-04-14,Shipped,USPS
O003077,2023-08-06,Delivered,UPS
O003078,2023-01-21,Delayed,FedEx
O003079,2023-09-08,Delayed,FedEx
O003080,2023-03-29,Delayed,UPS
O003081,2023-03-20,Shipped,UPS
O003082,2023-07-14,Delivered,UPS
O003083,2023-05-11,Shipped,FedEx
O003084,2023-01-17,Delayed,DHL
O003085,2023-09-13,In Transit,DHL
O003086,2023-09-21,Delivered,FedEx
O003087,2023-05-22,Delivered,FedEx
O003088,2023-07-26,Delayed,USPS
O003089,2023-11-21,In Transit,FedEx
O003090,2023-10-02,Shipped,UPS
O003091,2023-09-06,In Transit,FedEx
O003092,2023-05-18,Shipped,UPS
O003093,2023-04-02,In Transit,USPS
O003094,2023-04-05,Delivered,USPS
O003095,2023-05-18,Delivered,USPS
O003096,2023-06-04,Shipped,FedEx
O003097,2023-12-15,Delayed,FedEx
O003098,2023-02-17,Delayed,UPS
O003099,2023-11-01,In Transit,UPS
O003100,2023-02-03,Delivered,UPS
O003101,2023-04-19,Shipped,USPS
O003102,2023-03-14,In Transit,FedEx
O003103,2023-02-21,Shipped,USPS
O003104,2023-10-28,Delivered,DHL
O003105,2023-01-13,Delayed,UPS
O003106,2023-02-05,Delayed,USPS
O003107,2023-02-27,Shipped,USPS
O003108,2023-06-29,Delivered,UPS
O003109,2023-05-04,Delivered,USPS
O003110,2023-02-03,In Transit,DHL
O003111,2023-01-27,In Transit,DHL
O003112,2023-02-17,Delivered,USPS
O003113,2023-07-29,Delayed,USPS
O003114,2023-08-24,In Transit,USPS
O003115,2024-01-11,In Transit,USPS
O003116,2023-04-17,Shipped,UPS
O003117,2023-11-11,In Transit,USPS
O003118,2023-12-28,In Transit,USPS
O003119,2023-05-03,Shipped,USPS
O003120,2023-05-16,Delivered,DHL
O003121,2023-03-17,Shipped,FedEx
O003122,2023-04-02,In Transit,DHL
O003123,2023-01-25,Shipped,UPS
O003124,2023-03-24,Delivered,FedEx
O003125,2023-03-15,Delayed,UPS
O003126,2023-05-03,Delivered,USPS
O003127,2023-07-19,In Transit,DHL
O003128,2023-06-20,Shipped,DHL
O003129,2023-08-13,In Transit,FedEx
O003130,2024-01-09,Delayed,UPS
O003131,2023-02-20,Shipped,UPS
O003132,2023-04-27,Delayed,DHL
O003133,2023-04-20,In Transit,DHL
O003134,2023-06-16,Delivered,FedEx
O003135,2023-08-05,Delayed,DHL
O003136,2023-12-09,Shipped,DHL
O003137,2023-02-13,Delivered,UPS
O003138,2023-04-04,Delayed,FedEx
O003139,2023-05-21,Delayed,UPS
O003140,2024-01-08,Shipped,FedEx
O003141,2024-01-15,Delayed,DHL
O003142,2023-11-02,In Transit,USPS
O003143,2023-08-08,Shipped,FedEx
O003144,2023-03-15,Shipped,DHL
O003145,2023-08-04,Delivered,DHL
O003146,2023-05-16,In Transit,USPS
O003147,2023-04-29,Delivered,UPS
O003148,2024-01-06,Shipped,USPS
O003149,2023-07-22,Delayed,USPS
O003150,2023-07-29,Delivered,FedEx
O003151,2023-12-29,Delivered,USPS
O003152,2023-02-14,In Transit,UPS
O003153,2023-02-21,In Transit,FedEx
O003154,2023-02-18,In Transit,DHL
O003155,2023-07-07,Shipped,USPS
O003156,2023-07-21,Delayed,FedEx
O003157,2023-02-06,Delivered,USPS
O003158,2023-09-11,In Transit,FedEx
O003159,2023-10-28,Shipped,USPS
O003160,2023-08-18,Delayed,UPS
O003161,2023-09-21,Delayed,UPS
O003162,2023-08-18,Delivered,UPS
O003163,2023-05-09,Shipped,DHL
O003164,2023-12-17,Shipped,UPS
O003165,2023-09-01,Delayed,UPS
O003166,2023-05-05,Delayed,FedEx
O003167,2023-08-22,Delivered,FedEx
O003168,2023-05-22,Delayed,FedEx
O003169,2023-04-20,Delayed,FedEx
O003170,2023-07-22,Shipped,UPS
O003171,2023-10-20,Shipped,USPS
O003172,2023-08-11,Delayed,USPS
O003173,2023-03-24,Delivered,UPS
O003174,2023-05-17,Delivered,USPS
O003175,2023-02-17,Delivered,UPS
O003176,2023-05-01,Delivered,DHL
O003177,2023-02-02,Shipped,USPS
O003178,2023-10-04,In Transit,DHL
O003179,2023-03-23,Delayed,DHL
O003180,2023-01-20,Shipped,USPS
O003181,2023-08-14,In Transit,UPS
O003182,2023-06-13,Delayed,DHL
O003183,2023-06-19,Delayed,FedEx
O003184,2023-12-21,Delivered,FedEx
O003185,2023-06-11,In Transit,FedEx
O003186,2023-08-20,Delivered,USPS
O003187,2023-11-20,Delivered,USPS
O003188,2023-05-01,Shipped,DHL
O003189,2023-08-23,Delayed,UPS
O003190,2023-04-09,Shipped,USPS
O003191,2023-03-08,Delivered,FedEx
O003192,2023-03-09,In Transit,FedEx
O003193,2023-11-05,Delivered,FedEx
O003194,2023-08-30,Delayed,FedEx
O003195,2023-09-22,Delayed,USPS
O003196,2023-06-27,Delivered,USPS
O003197,2023-03-12,Delayed,DHL
O003198,2023-09-03,Delayed,UPS
O003199,2023-11-25,Shipped,DHL
O003200,2023-12-24,Delayed,USPS
O003201,2023-01-27,Delivered,FedEx
O003202,2023-08-18,In Transit,UPS
O003203,2023-01-12,Delivered,UPS
O003204,2023-07-17,Delayed,DHL
O003205,2023-01-15,In Transit,USPS
O003206,2023-09-01,Delayed,DHL
O003207,2023-12-09,In Transit,UPS
O003208,2023-06-29,In Transit,FedEx
O003209,2023-08-19,In Transit,USPS
O003210,2023-01-14,Delayed,FedEx
O003211,2023-12-17,In Transit,USPS
O003212,2023-01-21,Delayed,DHL
O003213,2023-12-20,Delayed,DHL
O003214,2023-05-17,In Transit,DHL
O003215,2023-06-12,Shipped,DHL
O003216,2023-05-26,Shipped,USPS
O003217,2023-04-17,In Transit,USPS
O003218,2023-07-14,Delivered,UPS
O003219,2023-04-25,Shipped,FedEx
O003220,2023-07-11,Shipped,UPS
O003221,2023-11-02,Delivered,UPS
O003222,2023-01-31,Delivered,USPS
O003223,2023-07-27,Delayed,USPS
O003224,2023-11-09,In Transit,FedEx
O003225,2023-08-19,Delayed,UPS
O003226,2023-12-01,Delivered,UPS
O003227,2023-10-01,In Transit,DHL
O003228,2023-04-14,Delayed,USPS
O003229,2023-12-20,Delayed,FedEx
O003230,2023-01-09,Delivered,FedEx
O003231,2023-09-16,In Transit,DHL
O003232,2023-09-03,In Transit,UPS
O003233,2023-12-09,Delivered,DHL
O003234,2023-05-16,Delivered,USPS
O003235,2023-11-11,Delayed,USPS
O003236,2023-03-26,Delayed,UPS
O003237,2023-06-28,Shipped,UPS
O003238,2023-06-02,Delayed,UPS
O003239,2023-06-25,Delivered,USPS
O003240,2023-06-16,Delayed,USPS
O003241,2023-09-01,Delivered,DHL
O003242,2023-04-16,In Transit,FedEx
O003243,2023-02-05,In Transit,FedEx
O003244,2023-06-04,In Transit,DHL
O003245,2024-01-03,Delivered,FedEx
O003246,2023-04-10,Delayed,USPS
O003247,2023-07-30,Delivered,UPS
O003248,2023-09-30,Shipped,FedEx
O003249,2023-06-26,Delivered,DHL
O003250,2023-03-23,Delayed,FedEx
O003251,2023-08-23,Shipped,UPS
O003252,2023-11-11,Delivered,USPS
O003253,2023-02-23,Delayed,USPS
O003254,2023-09-25,Delivered,FedEx
O003255,2023-07-05,Delivered,DHL
O003256,2023-02-24,Delivered,FedEx
O003257,2023-01-18,Delayed,DHL
O003258,2023-08-29,Shipped,UPS
O003259,2023-11-24,Delayed,UPS
O003260,2023-04-02,Delivered,UPS
O003261,2023-06-20,Shipped,DHL
O003262,2023-01-16,Shipped,UPS
O003263,2023-03-02,Shipped,UPS
O003264,2023-05-07,Shipped,UPS
O003265,2023-03-22,Delivered,FedEx
O003266,2023-09-26,Delayed,DHL
O003267,2023-02-23,Shipped,FedEx
O003268,2023-11-18,In Transit,USPS
O003269,2023-11-23,Delayed,DHL
O003270,2023-10-26,Delivered,DHL
O003271,2023-10-09,In Transit,FedEx
O003272,2023-09-10,Shipped,USPS
O003273,2023-04-27,Delayed,FedEx
O003274,2023-02-17,Shipped,FedEx
O003275,2023-02-14,Shipped,DHL
O003276,2023-11-10,In Transit,FedEx
O003277,2023-09-21,Delayed,DHL
O003278,2023-09-21,In Transit,USPS
O003279,2023-04-28,Delayed,FedEx
O003280,2023-08-25,Delivered,DHL
O003281,2023-03-01,Shipped,UPS
O003282,2023-01-17,Delayed,DHL
O003283,2023-01-07,Delayed,USPS
O003284,2023-04-23,Delivered,FedEx
O003285,2023-01-30,Shipped,DHL
O003286,2023-08-26,Delayed,DHL
O003287,2023-11-01,Shipped,DHL
O003288,2023-03-11,Shipped,USPS
O003289,2023-04-21,Delayed,USPS
O003290,2023-07-12,Delayed,FedEx
O003291,2023-11-05,Delivered,USPS
O003292,2023-04-27,Shipped,USPS
O003293,2023-07-30,Delayed,DHL
O003294,2023-03-02,Delayed,USPS
O003295,2023-06-22,Delayed,FedEx
O003296,2023-12-23,Shipped,USPS
O003297,2023-08-23,Shipped,FedEx
O003298,2023-01-13,In Transit,FedEx
O003299,2023-02-28,Delivered,USPS
O003300,2023-11-21,In Transit,UPS
O003301,2023-10-14,Delayed,USPS
O003302,2024-01-08,Delivered,FedEx
O003303,2024-01-08,Delivered,FedEx
O003304,2023-11-18,Delayed,UPS
O003305,2023-09-07,Shipped,DHL
O003306,2023-05-14,Shipped,DHL
O003307,2023-11-12,Shipped,DHL
O003308,2023-10-06,In Transit,USPS
O003309,2023-03-26,Delayed,USPS
O003310,2023-06-26,Delayed,FedEx
O003311,2023-01-21,Shipped,FedEx
O003312,2023-09-08,Shipped,USPS
O003313,2023-04-08,Shipped,UPS
O003314,2023-04-04,Delivered,FedEx
O003315,2023-04-10,Delivered,DHL
O003316,2023-07-12,In Transit,UPS
O003317,2023-12-18,Delivered,UPS
O003318,2023-02-04,Shipped,USPS
O003319,2023-10-08,Shipped,USPS
O003320,2023-07-11,Delayed,FedEx
O003321,2023-06-18,In Transit,UPS
O003322,2023-12-17,Shipped,UPS
O003323,2023-04-29,Delayed,FedEx
O003324,2023-08-13,Shipped,FedEx
O003325,2023-12-08,In Transit,DHL
O003326,2023-12-22,In Transit,DHL
O003327,2023-02-22,Delivered,UPS
O003328,2023-03-27,In Transit,UPS
O003329,2023-12-12,In Transit,FedEx
O003330,2023-10-18,Shipped,UPS
O003331,2023-03-01,Delivered,FedEx
O003332,2023-07-29,Delivered,FedEx
O003333,2023-09-21,Shipped,USPS
O003334,2023-09-29,In Transit,USPS
O003335,2023-02-10,Delivered,UPS
O003336,2023-06-17,In Transit,DHL
O003337,2023-01-10,Shipped,DHL
O003338,2023-05-23,In Transit,USPS
O003339,2023-04-19,Shipped,FedEx
O003340,2023-08-06,In Transit,UPS
O003341,2023-11-14,In Transit,UPS
O003342,2023-05-09,Delivered,FedEx
O003343,2023-02-21,Delivered,DHL
O003344,2023-04-26,In Transit,UPS
O003345,2023-12-20,Shipped,USPS
O003346,2023-06-12,In Transit,USPS
O003347,2023-05-06,Delivered,USPS
O003348,2023-07-08,Delivered,USPS
O003349,2023-05-12,In Transit,FedEx
O003350,2023-04-12,Shipped,DHL
O003351,2023-04-14,In Transit,USPS
O003352,2023-10-02,Delayed,FedEx
O003353,2023-10-24,Shipped,DHL
O003354,2023-02-02,Shipped,FedEx
O003355,2023-11-21,Delayed,FedEx
O003356,2023-03-13,Delivered,USPS
O003357,2023-01-13,Delayed,DHL
O003358,2023-04-28,Shipped,USPS
O003359,2024-01-02,Delayed,DHL
O003360,2023-12-01,Delivered,UPS
O003361,2023-06-12,Delivered,DHL
O003362,2023-08-19,In Transit,FedEx
O003363,2023-05-22,In Transit,FedEx
O003364,2023-05-15,Delivered,FedEx
O003365,2023-06-27,In Transit,DHL
O003366,2023-06-04,Delivered,UPS
O003367,2023-11-17,Delayed,FedEx
O003368,2023-03-01,Delayed,UPS
O003369,2023-08-07,In Transit,UPS
O003370,2023-03-16,Delayed,USPS
O003371,2023-08-05,In Transit,USPS
O003372,2023-03-29,In Transit,USPS
O003373,2023-12-08,Delivered,USPS
O003374,2023-06-25,Shipped,UPS
O003375,2023-09-03,Shipped,DHL
O003376,2023-11-09,Delivered,UPS
O003377,2023-03-25,Shipped,UPS
O003378,2023-10-03,Shipped,USPS
O003379,2023-02-04,In Transit,DHL
O003380,2023-03-11,Delayed,FedEx
O003381,2023-08-25,Delivered,UPS
O003382,2023-04-24,In Transit,FedEx
O003383,2023-05-27,Delayed,FedEx
O003384,2023-10-13,In Transit,USPS
O003385,2023-07-14,Delayed,DHL
O003386,2023-11-25,In Transit,DHL
O003387,2023-11-26,Shipped,USPS
O003388,2023-06-08,Shipped,FedEx
O003389,2023-09-06,Delivered,DHL
O003390,2023-12-04,Shipped,DHL
O003391,2023-11-26,Delayed,DHL
O003392,2023-12-12,Delayed,DHL
O003393,2024-01-05,Delivered,USPS
O003394,2023-05-09,Delivered,USPS
O003395,2023-03-27,Shipped,DHL
O003396,2023-05-24,Delayed,DHL
O003397,2023-02-02,Shipped,FedEx
O003398,2023-12-09,Delivered,FedEx
O003399,2023-10-30,Delayed,FedEx
O003400,2023-06-20,In Transit,USPS
O003401,2023-11-10,Delivered,UPS
O003402,2023-06-15,Delivered,USPS
O003403,2023-09-19,Shipped,UPS
O003404,2023-11-01,Delayed,USPS
O003405,2023-12-08,In Transit,DHL
