Date,Employee ID,Machine ID,Label Type,Units Produced
2023-10-31,E00207,M0143,Type C,595
2023-01-31,E04812,M0116,Type D,79
2023-10-20,E06679,M0012,Type D,543
2023-11-29,E09818,M0079,Type A,17
2023-05-09,E02772,M0003,Type A,813
2023-06-07,E02548,M0009,Type A,275
2023-04-16,E09273,M0063,Type D,377
2023-10-01,E03826,M0085,Type A,304
2023-06-23,E01517,M0058,Type A,231
2023-12-29,E04453,M0192,Type A,790
2023-05-06,E03295,M0191,Type B,891
2023-03-10,E01340,M0197,Type C,424
2023-02-25,E09454,M0137,Type D,845
2023-06-24,E03397,M0029,Type D,744
2023-03-25,E08839,M0144,Type B,807
2023-06-11,E08621,M0128,Type D,596
2023-08-01,E01313,M0026,Type B,949
2023-03-22,E06603,M0172,Type C,641
2023-01-21,E01216,M0118,Type A,598
2023-10-22,E04110,M0184,Type B,858
2023-04-14,E07243,M0120,Type D,750
2023-05-20,E00462,M0161,Type D,716
2023-07-01,E05352,M0089,Type D,343
2023-08-28,E09969,M0125,Type C,939
2023-09-23,E02187,M0070,Type A,533
2023-07-08,E09342,M0199,Type D,36
2023-08-31,E00983,M0092,Type A,229
2023-02-23,E08928,M0110,Type D,104
2023-07-11,E02375,M0065,Type A,976
2023-02-20,E02315,M0195,Type D,978
2023-01-11,E00811,M0040,Type B,848
2023-03-20,E08742,M0178,Type C,618
2023-07-20,E01750,M0006,Type A,83
2023-01-14,E06499,M0155,Type D,312
2023-06-13,E04624,M0122,Type D,813
2023-07-09,E03903,M0073,Type A,69
2023-10-17,E00605,M0016,Type D,724
2023-05-17,E09110,M0180,Type B,695
2023-07-25,E00160,M0113,Type A,155
2023-03-24,E01473,M0095,Type C,900
2023-02-08,E02643,M0048,Type B,737
2023-10-31,E07368,M0182,Type C,662
2023-08-13,E09844,M0165,Type B,81
2023-09-20,E07402,M0030,Type C,221
2023-03-12,E04446,M0156,Type C,411
2023-01-17,E02294,M0033,Type C,321
2023-12-07,E03104,M0088,Type D,989
2023-03-13,E00194,M0131,Type B,779
2023-04-19,E08714,M0086,Type D,516
2023-06-11,E08296,M0035,Type A,809
2023-03-29,E03308,M0109,Type C,116
2023-02-14,E03432,M0131,Type D,526
2023-04-27,E09083,M0032,Type B,74
2023-11-18,E01006,M0145,Type D,913
2023-01-07,E04982,M0164,Type B,758
2023-04-29,E01585,M0077,Type A,18
2023-12-06,E07705,M0060,Type C,70
2023-09-22,E05356,M0023,Type D,798
2023-03-14,E02897,M0165,Type A,784
2023-04-18,E07980,M0114,Type B,901
2023-09-05,E03024,M0055,Type D,498
2023-01-26,E08917,M0096,Type A,108
2023-01-29,E01594,M0071,Type D,658
2023-04-27,E05659,M0028,Type A,32
2023-10-13,E07419,M0071,Type B,728
2023-09-09,E01741,M0190,Type D,762
2023-04-17,E02196,M0094,Type C,500
2023-12-23,E00516,M0018,Type B,123
2023-07-14,E02414,M0180,Type C,873
2023-11-19,E05268,M0062,Type C,744
2023-08-18,E02913,M0165,Type A,811
2023-08-27,E04409,M0073,Type B,248
2023-05-01,E06224,M0189,Type B,488
2023-02-13,E03500,M0131,Type B,134
2023-04-23,E02516,M0036,Type A,221
2023-06-15,E06682,M0069,Type D,114
2023-03-28,E07814,M0066,Type A,917
2023-02-14,E00768,M0156,Type C,274
2023-03-08,E05702,M0172,Type B,822
2023-09-20,E09701,M0164,Type B,985
2023-07-04,E01493,M0181,Type C,65
2023-12-29,E07153,M0035,Type C,163
2023-09-07,E06126,M0110,Type C,217
2023-05-04,E05570,M0075,Type C,183
2023-06-18,E02285,M0007,Type D,87
2023-11-01,E05933,M0195,Type A,585
2023-06-03,E03290,M0006,Type A,583
2023-05-07,E00828,M0122,Type D,749
2023-05-30,E06944,M0122,Type B,674
2023-07-18,E02749,M0115,Type C,227
2023-09-25,E07939,M0153,Type B,30
2023-01-03,E01136,M0007,Type B,980
2023-10-15,E08645,M0010,Type C,155
2023-09-29,E03506,M0104,Type B,63
2023-04-24,E01848,M0099,Type B,578
2023-02-12,E02189,M0077,Type D,961
2023-03-27,E04688,M0056,Type A,921
2023-09-28,E09916,M0041,Type D,127
2023-12-15,E04791,M0159,Type A,962
2023-01-22,E07081,M0103,Type D,165
2023-08-05,E07675,M0077,Type D,508
2023-11-07,E00308,M0085,Type C,823
2023-01-31,E07355,M0108,Type D,295
2023-03-02,E05239,M0080,Type C,645
2023-03-20,E01177,M0085,Type A,511
2023-06-26,E03869,M0110,Type D,388
2023-05-06,E01605,M0052,Type D,604
2023-12-30,E07317,M0200,Type B,857
2023-03-17,E04411,M0190,Type C,470
2023-06-25,E05944,M0132,Type C,624
2023-05-13,E08381,M0020,Type B,59
2023-11-02,E03086,M0116,Type C,546
2023-04-01,E06107,M0180,Type D,119
2023-12-09,E08491,M0164,Type B,653
2023-04-23,E00984,M0132,Type C,526
2023-02-03,E01805,M0064,Type D,467
2023-03-03,E08388,M0038,Type B,922
2023-09-20,E04681,M0001,Type A,643
2023-10-15,E00941,M0157,Type D,585
2023-01-22,E02575,M0107,Type A,868
2023-01-24,E03415,M0100,Type C,935
2023-06-02,E08850,M0165,Type A,302
2023-01-27,E08889,M0075,Type D,904
2023-07-03,E06858,M0084,Type B,313
2023-10-19,E03949,M0041,Type D,389
2023-02-14,E01167,M0106,Type B,954
2023-09-21,E00870,M0032,Type D,364
2023-07-23,E06289,M0181,Type D,703
2023-02-22,E07731,M0145,Type D,254
2023-12-18,E07849,M0082,Type A,881
2023-12-18,E06456,M0036,Type D,311
2023-03-14,E09852,M0186,Type B,865
2023-06-29,E07337,M0187,Type B,480
2023-06-19,E00982,M0169,Type B,959
2023-02-16,E04622,M0025,Type A,619
2023-05-05,E00439,M0078,Type C,326
2023-04-27,E02526,M0167,Type D,259
2023-01-25,E00059,M0010,Type C,443
2023-09-02,E07235,M0076,Type D,802
2023-11-27,E00116,M0031,Type B,804
2023-05-07,E08674,M0172,Type D,721
2023-02-23,E08686,M0177,Type A,506
2023-10-03,E04306,M0066,Type B,741
2023-06-12,E05998,M0093,Type B,480
2023-09-18,E09239,M0069,Type D,416
2023-04-28,E09927,M0058,Type B,563
2023-08-06,E07893,M0184,Type D,306
2023-01-10,E01510,M0047,Type B,945
2023-06-24,E05862,M0148,Type B,280
2023-04-27,E08388,M0029,Type D,710
2023-10-08,E02086,M0015,Type C,600
2023-10-17,E03811,M0092,Type A,656
2023-03-25,E03493,M0003,Type C,267
2023-04-08,E04393,M0128,Type B,433
2023-05-31,E08601,M0098,Type D,857
2023-07-01,E01724,M0119,Type C,572
2023-09-27,E07307,M0087,Type D,876
2023-11-01,E00196,M0134,Type D,579
2023-11-18,E03555,M0001,Type C,152
2023-10-21,E04278,M0078,Type D,69
2023-01-02,E05492,M0163,Type A,381
2023-06-28,E00135,M0058,Type B,509
2023-07-19,E08663,M0059,Type D,583
2023-10-31,E05188,M0086,Type D,332
2023-11-30,E00468,M0013,Type C,806
2023-08-28,E07306,M0073,Type C,380
2023-09-02,E05031,M0109,Type B,133
2023-03-03,E03683,M0120,Type C,268
2023-01-12,E03702,M0098,Type B,676
2023-04-26,E02450,M0088,Type C,728
2023-09-11,E04476,M0040,Type B,439
2023-11-24,E01605,M0119,Type A,938
2023-07-02,E03773,M0173,Type A,46
2023-11-02,E09375,M0189,Type A,230
2023-12-19,E06705,M0132,Type C,256
2023-05-29,E03979,M0135,Type B,737
2023-10-30,E07136,M0126,Type B,543
2023-01-07,E02900,M0037,Type B,506
2023-07-19,E09872,M0035,Type B,64
2023-10-07,E07311,M0065,Type D,809
2023-07-05,E03623,M0075,Type A,372
2023-01-31,E00230,M0162,Type C,822
2023-02-27,E08610,M0198,Type A,871
2023-09-17,E08201,M0200,Type C,650
2023-12-07,E09924,M0101,Type B,132
2023-09-02,E03045,M0178,Type C,702
2023-05-06,E09230,M0091,Type B,442
2023-08-12,E04744,M0189,Type A,650
2023-03-21,E03227,M0025,Type B,989
2023-12-29,E03408,M0004,Type D,841
2023-04-23,E09296,M0006,Type D,388
2023-05-22,E02417,M0124,Type D,286
2023-10-12,E07513,M0148,Type D,903
2023-01-18,E04853,M0054,Type D,104
2023-02-14,E01513,M0076,Type C,210
2023-06-06,E07562,M0107,Type C,526
2023-05-28,E03475,M0103,Type D,67
2023-05-23,E02403,M0109,Type D,349
2023-10-17,E03863,M0123,Type A,463
2023-03-10,E00942,M0025,Type B,493
2023-10-22,E06267,M0102,Type C,934
2023-02-08,E00904,M0118,Type C,754
2023-04-20,E01485,M0160,Type D,736
2023-12-19,E05346,M0086,Type D,291
2023-10-29,E07450,M0088,Type B,651
2023-05-07,E04242,M0005,Type A,120
2023-11-06,E07445,M0037,Type C,770
2023-07-25,E02552,M0078,Type D,909
2023-06-10,E01674,M0145,Type A,593
2023-11-17,E01040,M0157,Type B,920
2023-08-09,E05280,M0036,Type A,994
2023-04-17,E07553,M0167,Type D,990
2023-09-22,E01302,M0194,Type C,84
2023-06-06,E00962,M0093,Type C,181
2023-06-23,E09881,M0135,Type B,932
2023-10-22,E05414,M0187,Type D,150
2023-11-27,E04585,M0103,Type A,194
2023-11-06,E00577,M0045,Type C,701
2023-02-03,E00025,M0003,Type D,526
2023-07-18,E08458,M0125,Type D,999
2023-08-25,E08598,M0174,Type D,610
2023-06-20,E07100,M0066,Type A,790
2023-12-07,E09667,M0032,Type D,843
2023-02-03,E01767,M0012,Type D,115
2023-12-04,E00024,M0173,Type A,892
2023-11-06,E09901,M0136,Type A,916
2023-12-25,E08941,M0180,Type D,123
2023-10-24,E03380,M0064,Type A,457
2023-03-14,E02169,M0055,Type C,988
2023-02-27,E04744,M0159,Type A,430
2023-12-20,E06021,M0074,Type C,686
2023-12-15,E01603,M0004,Type C,149
2023-12-10,E07314,M0019,Type B,616
2023-06-11,E09391,M0141,Type A,471
2023-10-06,E02555,M0189,Type D,582
2023-02-03,E08689,M0049,Type B,407
2023-11-29,E06314,M0162,Type B,743
2023-08-22,E00180,M0122,Type D,761
2023-11-30,E00566,M0151,Type D,737
2023-03-08,E02493,M0063,Type C,150
2023-08-23,E04186,M0058,Type B,54
2023-09-11,E02577,M0005,Type C,440
2023-04-26,E07551,M0048,Type A,315
2023-08-10,E00192,M0178,Type C,750
2023-12-24,E06243,M0007,Type C,39
2023-01-23,E05207,M0037,Type B,669
2023-11-22,E07220,M0091,Type C,308
2023-09-05,E09101,M0101,Type A,25
2023-11-10,E07324,M0119,Type D,960
2023-08-23,E08608,M0092,Type D,264
2023-12-07,E07350,M0020,Type D,884
2023-01-17,E01897,M0003,Type B,115
2023-09-19,E08359,M0036,Type C,51
2023-06-25,E07480,M0186,Type B,682
2023-03-23,E07937,M0016,Type C,764
2023-01-12,E06147,M0142,Type B,364
2023-06-30,E01658,M0192,Type B,186
2023-11-12,E03585,M0193,Type C,697
2023-03-25,E06341,M0136,Type C,972
2023-03-14,E05578,M0125,Type B,572
2023-11-08,E05225,M0087,Type A,929
2023-07-03,E05990,M0017,Type B,349
2023-01-20,E06001,M0067,Type C,706
2023-01-21,E01287,M0085,Type B,860
2023-06-12,E01126,M0092,Type B,570
2023-03-29,E02028,M0077,Type A,659
2023-03-07,E07730,M0073,Type C,127
2023-02-13,E03556,M0062,Type A,984
2023-01-21,E02548,M0035,Type C,399
2023-03-07,E00701,M0170,Type A,131
2023-12-02,E03913,M0155,Type A,627
2023-08-29,E03804,M0001,Type B,349
2023-10-26,E07396,M0083,Type A,687
2023-06-15,E08629,M0139,Type D,160
2023-08-07,E02252,M0111,Type B,99
2023-06-26,E05875,M0044,Type A,34
2023-10-25,E00449,M0018,Type C,831
2023-01-01,E01727,M0045,Type B,928
2023-06-27,E01509,M0079,Type D,959
2023-10-26,E00503,M0160,Type A,764
2023-10-21,E05681,M0094,Type B,395
2023-01-09,E01147,M0035,Type C,229
2023-03-24,E08827,M0027,Type A,643
2023-03-31,E00086,M0164,Type B,584
2023-10-31,E07747,M0050,Type B,555
2023-06-26,E08642,M0123,Type A,953
2023-07-20,E07825,M0073,Type B,571
2023-05-26,E04719,M0006,Type B,474
2023-09-18,E08124,M0185,Type A,563
2023-10-10,E05117,M0140,Type C,484
2023-03-05,E04826,M0013,Type D,385
2023-05-11,E06360,M0066,Type D,425
2023-07-15,E09460,M0130,Type C,197
2023-02-08,E03488,M0085,Type D,768
2023-03-19,E02025,M0128,Type C,166
2023-06-06,E03153,M0059,Type D,570
2023-11-14,E09674,M0173,Type A,941
2023-08-20,E06173,M0124,Type C,91
2023-01-05,E06639,M0072,Type B,367
2023-09-03,E01474,M0084,Type B,775
2023-11-14,E03540,M0149,Type B,38
2023-02-13,E04996,M0039,Type C,703
2023-10-27,E02560,M0129,Type C,38
2023-06-08,E04117,M0004,Type B,644
2023-04-22,E04861,M0120,Type B,249
2023-07-15,E09192,M0116,Type B,129
2023-03-22,E08275,M0071,Type C,154
2023-10-16,E04669,M0089,Type D,515
2023-05-29,E01044,M0030,Type C,899
2023-01-05,E08816,M0173,Type B,541
2023-03-08,E06206,M0005,Type A,210
2023-03-04,E09143,M0013,Type B,219
2023-12-02,E00818,M0099,Type B,866
2023-02-26,E09334,M0023,Type A,640
2023-03-30,E02269,M0195,Type A,318
2023-04-22,E00392,M0088,Type C,146
2023-01-12,E08915,M0068,Type B,986
2023-01-15,E09086,M0085,Type A,118
2023-02-18,E00254,M0128,Type D,502
2023-01-04,E03848,M0071,Type D,569
2023-08-23,E07032,M0195,Type B,632
2023-12-16,E05411,M0051,Type A,251
2023-12-08,E00488,M0080,Type B,773
2023-04-05,E05168,M0065,Type A,870
2023-04-01,E02089,M0142,Type B,447
2023-04-16,E07105,M0068,Type B,995
2023-08-05,E00782,M0121,Type C,551
2023-09-09,E00830,M0098,Type C,953
2023-08-06,E02081,M0120,Type C,40
2023-03-15,E02174,M0016,Type C,503
2023-05-30,E00348,M0135,Type A,435
2023-11-22,E01355,M0071,Type A,236
2023-04-28,E04543,M0036,Type C,770
2023-11-16,E09998,M0181,Type B,739
2023-09-08,E00973,M0030,Type D,93
2023-03-12,E01662,M0144,Type B,452
2023-12-09,E03687,M0039,Type D,164
2023-01-22,E02538,M0089,Type A,795
2023-06-13,E07437,M0020,Type C,125
2023-07-10,E09899,M0166,Type D,997
2023-12-23,E08885,M0198,Type D,25
2023-06-24,E05048,M0130,Type B,12
2023-08-27,E07898,M0107,Type A,683
2023-02-25,E06604,M0086,Type A,57
2023-03-31,E07734,M0140,Type A,268
2023-12-02,E06816,M0071,Type D,617
2023-09-12,E01569,M0036,Type D,823
2023-12-14,E06115,M0084,Type D,599
2023-07-29,E08073,M0068,Type D,285
2023-12-03,E01234,M0114,Type A,841
2023-11-20,E08904,M0065,Type D,985
2023-01-04,E06103,M0088,Type B,984
2023-08-04,E08819,M0071,Type B,102
2023-11-06,E04366,M0142,Type D,550
2023-06-17,E04618,M0083,Type B,342
2023-05-13,E00964,M0192,Type C,713
2023-09-05,E01732,M0173,Type A,955
2023-10-25,E09436,M0057,Type D,189
2023-05-28,E08666,M0078,Type C,489
2023-11-27,E07062,M0067,Type C,298
2023-04-16,E09254,M0130,Type C,395
2023-04-30,E05523,M0185,Type D,476
2023-12-14,E04603,M0025,Type B,743
2023-05-06,E03252,M0035,Type B,148
2023-01-21,E05838,M0135,Type C,801
2023-04-20,E07427,M0057,Type C,833
2023-12-08,E07653,M0076,Type D,34
2023-08-05,E04964,M0108,Type D,125
2023-12-25,E03286,M0095,Type C,890
2023-01-03,E01918,M0025,Type B,92
2023-05-17,E00081,M0196,Type A,453
2023-02-19,E08828,M0168,Type C,90
2023-09-14,E05000,M0060,Type A,844
2023-03-17,E09176,M0172,Type D,120
2023-10-12,E04587,M0007,Type A,956
2023-05-25,E01941,M0106,Type B,671
2023-04-11,E02228,M0052,Type D,556
2023-04-13,E06399,M0059,Type A,479
2023-04-01,E08159,M0108,Type D,26
2023-10-08,E02627,M0067,Type C,30
2023-01-28,E07165,M0075,Type D,13
2023-10-31,E07780,M0094,Type C,128
2023-07-03,E09044,M0148,Type B,56
2023-03-21,E08644,M0077,Type A,127
2023-12-17,E00928,M0061,Type B,875
2023-06-23,E08781,M0142,Type D,49
2023-03-08,E02949,M0084,Type B,397
2023-04-01,E06219,M0045,Type A,29
2023-12-07,E03233,M0161,Type D,949
2023-11-02,E06696,M0035,Type B,913
2023-11-03,E08904,M0119,Type D,754
2023-03-28,E02083,M0179,Type B,871
2023-12-13,E08689,M0012,Type D,676
2023-07-30,E02899,M0196,Type C,66
2023-05-27,E08935,M0138,Type B,699
2023-12-26,E04877,M0108,Type A,99
2023-10-03,E06439,M0079,Type C,843
2023-04-21,E06650,M0034,Type C,20
2023-11-02,E05570,M0059,Type A,846
2023-09-09,E06370,M0195,Type B,103
2023-09-07,E06584,M0141,Type C,25
2023-10-14,E02699,M0187,Type C,715
2023-07-08,E08429,M0122,Type C,100
2023-08-22,E09809,M0030,Type A,63
2023-09-23,E05095,M0168,Type B,85
2023-08-10,E02513,M0082,Type B,150
2023-01-24,E09471,M0163,Type C,368
2023-03-31,E02747,M0182,Type D,458
2023-06-22,E05260,M0176,Type C,517
2023-12-17,E06218,M0126,Type B,510
2023-06-01,E08067,M0122,Type B,714
2023-03-18,E01931,M0079,Type D,656
2023-02-10,E03285,M0092,Type B,136
2023-08-31,E01273,M0059,Type B,14
2023-08-16,E03657,M0073,Type A,659
2023-07-14,E03531,M0089,Type B,384
2023-10-13,E06170,M0072,Type C,809
2023-03-18,E01290,M0184,Type C,626
2023-10-02,E02216,M0124,Type D,815
2023-01-08,E02411,M0009,Type D,549
2023-11-15,E02164,M0118,Type B,854
2023-05-28,E09071,M0182,Type B,60
2023-07-13,E01825,M0035,Type D,536
2023-12-21,E09387,M0162,Type D,982
2023-05-21,E00803,M0122,Type C,224
2023-04-09,E08047,M0179,Type B,135
2023-09-23,E08283,M0105,Type C,554
2023-02-04,E05910,M0073,Type A,822
2023-12-08,E05624,M0044,Type C,493
2023-11-23,E00584,M0163,Type B,63
2023-03-30,E00750,M0163,Type B,743
2023-07-09,E00654,M0004,Type D,827
2023-11-16,E06334,M0143,Type D,724
2023-04-02,E01397,M0086,Type D,732
2023-12-19,E07549,M0080,Type C,312
2023-03-17,E06958,M0084,Type D,472
2023-02-18,E02866,M0033,Type D,921
2023-09-03,E03016,M0160,Type D,297
2023-05-11,E09697,M0187,Type A,228
2023-03-19,E00418,M0085,Type C,443
2023-08-02,E00607,M0085,Type C,204
2023-10-05,E05330,M0170,Type B,935
2023-06-04,E09182,M0052,Type D,33
2023-01-26,E06930,M0148,Type A,971
2023-11-28,E08139,M0153,Type B,495
2023-12-19,E01078,M0191,Type B,106
2023-08-10,E03948,M0184,Type D,228
2023-05-22,E03961,M0006,Type C,514
2023-06-02,E06281,M0037,Type D,432
2023-08-02,E03888,M0181,Type A,587
2023-11-25,E06589,M0200,Type C,963
2023-08-03,E00635,M0127,Type D,193
2023-10-15,E07751,M0065,Type C,279
2023-04-18,E03769,M0135,Type D,108
2023-10-10,E00686,M0128,Type C,777
2023-12-29,E05917,M0035,Type A,885
2023-04-30,E00629,M0049,Type A,418
2023-08-18,E05630,M0004,Type A,896
2023-04-29,E09479,M0110,Type D,593
2023-07-05,E00964,M0014,Type B,311
2023-04-30,E02814,M0096,Type C,503
2023-06-28,E03611,M0066,Type A,379
2023-09-01,E07672,M0095,Type D,645
2023-01-10,E08080,M0045,Type C,817
2023-11-12,E02273,M0088,Type B,224
2023-04-01,E07288,M0014,Type B,675
2023-02-20,E00082,M0183,Type C,805
2023-09-13,E03163,M0188,Type D,784
2023-08-30,E01012,M0178,Type A,800
2023-11-25,E01291,M0083,Type A,336
2023-10-15,E06580,M0014,Type D,884
2023-05-18,E05596,M0122,Type B,525
2023-12-20,E06524,M0069,Type B,422
2023-04-27,E05697,M0162,Type B,969
2023-03-11,E05124,M0115,Type C,990
2023-05-24,E06794,M0161,Type D,604
2023-06-30,E08123,M0001,Type C,398
2023-11-07,E06112,M0113,Type B,19
2023-10-31,E08860,M0134,Type D,269
2023-05-22,E01515,M0103,Type D,724
2023-02-02,E08740,M0158,Type B,242
2023-09-14,E01827,M0187,Type A,421
2023-04-07,E09990,M0146,Type D,457
2023-07-19,E06805,M0194,Type D,675
2023-02-25,E05290,M0143,Type A,740
2023-08-01,E02760,M0175,Type D,673
2023-06-25,E01666,M0087,Type B,506
2023-04-29,E06264,M0161,Type D,795
2023-02-17,E06636,M0009,Type C,816
2023-12-10,E00181,M0123,Type B,672
2023-01-26,E00918,M0009,Type B,891
2023-12-12,E09803,M0096,Type C,866
2023-03-31,E02895,M0038,Type B,786
2023-01-13,E07532,M0177,Type B,738
2023-06-30,E04902,M0188,Type B,827
2023-09-05,E02669,M0086,Type B,71
2023-07-16,E00771,M0091,Type A,102
2023-01-26,E08605,M0161,Type B,616
2023-07-27,E00474,M0157,Type D,731
2023-07-24,E06923,M0036,Type D,602
2023-05-20,E01883,M0169,Type B,486
2023-02-06,E09949,M0075,Type B,999
2023-03-03,E05917,M0132,Type C,132
2023-12-03,E04857,M0049,Type B,760
2023-05-24,E07001,M0100,Type D,923
2023-01-11,E09177,M0051,Type A,326
2023-07-15,E07848,M0167,Type D,568
2023-02-01,E06206,M0137,Type D,105
2023-10-30,E07160,M0090,Type D,722
2023-05-03,E07620,M0151,Type A,904
2023-11-13,E00935,M0176,Type B,586
2023-08-16,E05949,M0016,Type A,92
2023-11-25,E00340,M0013,Type B,901
2023-08-10,E07123,M0199,Type D,662
2023-11-21,E09855,M0014,Type D,74
2023-11-02,E07396,M0012,Type A,589
2023-12-06,E03061,M0158,Type D,394
2023-07-15,E04903,M0056,Type A,123
2023-01-12,E04033,M0117,Type A,224
2023-08-06,E05852,M0178,Type A,770
2023-12-16,E09610,M0095,Type B,552
2023-01-13,E03962,M0075,Type A,660
2023-02-26,E01188,M0131,Type D,515
2023-01-02,E07086,M0019,Type C,995
2023-05-28,E06158,M0103,Type D,95
2023-08-19,E04803,M0041,Type C,203
2023-05-16,E09191,M0151,Type C,894
2023-07-27,E07731,M0095,Type B,168
2023-08-04,E00514,M0069,Type C,995
2023-11-28,E05219,M0002,Type B,448
2023-02-08,E03159,M0153,Type B,361
2023-06-25,E03874,M0119,Type D,187
2023-06-06,E07618,M0046,Type C,811
2023-08-28,E02116,M0022,Type D,72
2023-12-24,E02323,M0193,Type B,972
2023-10-24,E03453,M0063,Type D,248
2023-05-18,E09670,M0050,Type C,411
2023-01-30,E08894,M0142,Type A,522
2023-10-27,E00142,M0166,Type C,700
2023-02-19,E05788,M0059,Type C,488
2023-02-07,E09964,M0144,Type A,349
2023-07-05,E07933,M0150,Type D,222
2023-03-18,E04330,M0055,Type C,102
2023-04-14,E04525,M0005,Type B,694
2023-07-27,E05936,M0008,Type D,457
2023-03-20,E02091,M0166,Type C,184
2023-04-30,E04409,M0155,Type C,838
2023-07-21,E06678,M0116,Type C,842
2023-02-25,E01728,M0082,Type C,936
2023-01-03,E03015,M0194,Type B,696
2023-03-16,E01083,M0188,Type A,143
2023-07-21,E08875,M0198,Type D,989
2023-08-30,E04756,M0021,Type C,534
2023-06-16,E05885,M0135,Type A,115
2023-05-18,E01366,M0163,Type C,112
2023-12-21,E04964,M0183,Type D,302
2023-04-19,E02921,M0063,Type A,918
2023-07-21,E03375,M0171,Type A,17
2023-03-11,E03199,M0153,Type D,658
2023-03-18,E03971,M0128,Type D,870
2023-04-28,E00797,M0102,Type C,829
2023-10-01,E02518,M0027,Type B,602
2023-04-22,E02581,M0020,Type A,362
2023-06-19,E07805,M0162,Type D,230
2023-08-29,E01018,M0098,Type D,34
2023-12-12,E05976,M0082,Type B,476
2023-07-19,E07678,M0107,Type A,197
2023-05-10,E02917,M0182,Type C,522
2023-04-02,E02869,M0123,Type B,262
2023-01-04,E01686,M0067,Type A,780
2023-05-26,E02337,M0054,Type A,147
2023-04-20,E01214,M0001,Type B,220
2023-08-17,E00639,M0073,Type C,967
2023-12-21,E09867,M0017,Type B,199
2023-05-27,E07684,M0121,Type A,742
2023-07-03,E04403,M0079,Type B,592
2023-02-25,E05422,M0065,Type B,591
2023-11-03,E08555,M0189,Type C,313
2023-10-20,E04468,M0112,Type D,670
2023-11-12,E03239,M0199,Type A,866
2023-08-07,E06234,M0096,Type D,921
2023-08-15,E01995,M0085,Type B,707
2023-10-05,E08518,M0002,Type C,735
2023-08-30,E02126,M0118,Type C,923
2023-09-13,E03545,M0122,Type B,281
2023-11-07,E04193,M0100,Type B,560
2023-08-04,E04511,M0160,Type B,641
2023-09-03,E09868,M0068,Type D,370
2023-03-19,E00862,M0120,Type A,691
2023-11-14,E07877,M0014,Type C,588
2023-10-25,E03992,M0151,Type D,924
2023-11-18,E08366,M0003,Type A,979
2023-07-05,E08274,M0044,Type C,273
2023-04-29,E07044,M0188,Type D,763
2023-05-21,E01604,M0200,Type D,767
2023-08-19,E00902,M0024,Type D,249
2023-12-03,E00634,M0135,Type C,706
2023-08-21,E04562,M0009,Type C,756
2023-12-21,E04154,M0060,Type D,866
2023-12-23,E00709,M0160,Type D,572
2023-08-01,E06272,M0074,Type A,867
2023-04-26,E02714,M0158,Type B,127
2023-02-20,E07013,M0026,Type A,628
2023-01-30,E07982,M0154,Type D,66
2023-12-24,E02949,M0074,Type A,493
2023-04-24,E02270,M0175,Type B,743
2023-05-27,E02246,M0137,Type B,457
2023-04-05,E09749,M0008,Type B,419
2023-08-21,E07236,M0163,Type C,958
2023-05-25,E02452,M0022,Type B,677
2023-10-23,E08210,M0168,Type D,661
2023-10-31,E03161,M0093,Type C,974
2023-10-02,E00455,M0069,Type A,454
2023-11-23,E03138,M0158,Type A,830
2023-10-19,E06019,M0102,Type B,406
2023-07-04,E01154,M0184,Type D,916
2023-09-26,E01475,M0111,Type A,561
2023-06-16,E07056,M0177,Type D,907
2023-06-09,E08281,M0088,Type C,235
2023-08-28,E00324,M0017,Type A,108
2023-09-02,E04698,M0029,Type C,10
2023-02-18,E00914,M0002,Type D,416
2023-08-04,E01183,M0066,Type D,259
2023-11-13,E05023,M0021,Type D,722
2023-01-17,E00999,M0077,Type D,41
2023-11-23,E03427,M0158,Type C,601
2023-08-11,E00682,M0072,Type B,931
2023-07-12,E07168,M0055,Type A,761
2023-06-07,E01149,M0105,Type B,101
2023-12-06,E03799,M0172,Type B,731
2023-10-21,E01449,M0200,Type B,460
2023-12-06,E04452,M0120,Type D,820
2023-03-16,E06525,M0029,Type C,874
2023-09-22,E03298,M0199,Type A,529
2023-09-16,E07349,M0082,Type D,819
2023-09-09,E05618,M0076,Type B,779
2023-11-22,E06233,M0108,Type C,956
2023-01-02,E02347,M0022,Type A,493
2023-06-27,E08700,M0081,Type B,718
2023-04-12,E03942,M0146,Type B,634
2023-08-13,E04814,M0128,Type A,976
2023-05-17,E03850,M0190,Type A,403
2023-12-22,E05808,M0086,Type B,37
2023-08-05,E07174,M0138,Type A,350
2023-10-04,E04213,M0114,Type A,462
2023-12-24,E04998,M0006,Type A,952
2023-12-16,E05416,M0152,Type B,750
2023-10-28,E02975,M0140,Type D,364
2023-07-11,E04027,M0181,Type D,189
2023-09-29,E07687,M0017,Type A,646
2023-04-08,E09389,M0065,Type A,108
2023-11-06,E07335,M0003,Type D,754
2023-08-15,E00862,M0149,Type B,493
2023-04-09,E04386,M0171,Type D,624
2023-05-05,E03115,M0166,Type C,207
2023-10-04,E07986,M0195,Type C,734
2023-02-24,E03279,M0120,Type B,507
2023-08-29,E04650,M0160,Type B,428
2023-11-03,E06949,M0168,Type D,290
2023-09-26,E07526,M0092,Type A,159
2023-12-16,E02246,M0120,Type B,612
2023-05-05,E05731,M0077,Type A,102
2023-05-12,E05178,M0199,Type A,872
2023-09-28,E08091,M0090,Type A,154
2023-09-07,E09615,M0092,Type C,851
