Date,Employee ID,Check-in Time,Check-out Time,Shift
2023-03-20,E00314,15:26:31,08:42:15,Night
2023-03-04,E09119,02:30:08,06:39:26,Morning
2023-01-22,E02359,15:03:04,01:27:28,Evening
2023-02-05,E05500,03:06:55,09:58:28,Night
2023-03-31,E06168,21:43:25,10:49:53,Evening
2023-08-28,E09231,00:20:30,18:30:30,Night
2023-06-27,E04114,01:34:33,18:18:58,Morning
2023-10-01,E07662,20:26:02,15:48:18,Morning
2023-04-27,E01354,20:28:52,02:46:29,Night
2023-08-14,E01903,09:56:19,06:39:24,Morning
2023-08-03,E08015,05:23:32,10:56:27,Evening
2023-12-08,E03803,22:51:51,01:20:04,Evening
2023-11-04,E09187,02:05:59,00:58:38,Morning
2023-11-16,E06265,10:03:46,05:37:07,Morning
2023-10-13,E03276,11:26:38,07:11:44,Morning
2023-04-12,E05210,01:54:35,05:05:47,Night
2023-07-09,E00838,23:41:06,13:53:23,Night
2023-05-19,E07774,04:51:50,20:17:25,Evening
2023-07-31,E06162,19:40:43,07:15:40,Night
2023-08-28,E09320,23:31:54,00:12:19,Night
2023-04-16,E09144,04:21:52,11:56:39,Night
2023-01-18,E09890,00:06:26,09:46:07,Evening
2023-09-01,E03636,06:21:05,08:10:01,Morning
2023-06-04,E03353,20:07:18,10:33:58,Night
2023-04-30,E05437,11:49:04,17:53:33,Morning
2023-03-13,E02993,01:07:20,01:34:48,Night
2023-06-25,E00172,06:27:12,11:09:58,Morning
2023-11-25,E01747,07:45:44,12:52:11,Evening
2023-12-22,E05042,20:19:23,01:58:41,Evening
2023-12-11,E03503,03:50:02,05:58:37,Night
2023-04-14,E02088,19:19:11,20:12:04,Night
2023-09-14,E01850,12:44:19,17:34:49,Night
2023-02-15,E07096,14:18:54,15:15:10,Night
2023-10-01,E00861,19:44:55,17:55:16,Night
2023-12-30,E09124,19:53:22,09:29:02,Night
2023-12-16,E09076,15:06:12,18:17:59,Morning
2023-02-07,E02326,21:19:14,08:32:11,Evening
2023-02-03,E02372,03:01:23,09:38:02,Evening
2023-10-01,E09092,07:29:02,22:57:08,Evening
2023-02-14,E05653,22:29:17,15:31:30,Evening
2023-08-11,E08370,20:09:48,22:54:52,Morning
2023-06-25,E09158,17:14:48,06:34:15,Morning
2023-11-24,E05328,03:40:10,06:26:49,Evening
2023-02-12,E04931,02:50:19,21:29:55,Evening
2023-04-01,E09468,02:11:22,04:03:25,Night
2023-01-05,E01469,20:44:17,05:38:11,Night
2023-09-02,E03465,02:05:24,19:46:28,Night
2023-04-14,E05297,15:48:48,05:46:06,Morning
2023-08-29,E04808,11:48:03,14:05:53,Night
2023-11-05,E09110,14:33:17,16:51:59,Morning
2023-10-10,E02018,21:30:09,03:03:05,Evening
2023-01-28,E08982,03:47:32,05:44:07,Night
2023-05-20,E00820,07:30:42,20:07:22,Night
2023-08-23,E04657,02:55:50,10:37:46,Night
2023-03-03,E04021,06:40:51,18:24:17,Night
2023-09-16,E09745,12:21:24,18:34:27,Evening
2023-02-18,E01512,01:22:31,01:22:36,Morning
2023-05-22,E02340,03:30:35,02:17:53,Evening
2023-11-14,E00854,11:01:03,12:36:53,Evening
2023-05-14,E05458,21:30:45,21:06:25,Evening
2023-05-24,E00394,11:58:31,16:48:43,Night
2023-09-03,E04657,03:16:55,23:35:05,Evening
2023-03-22,E00448,09:22:31,19:06:44,Morning
2023-11-20,E02934,13:24:00,10:15:45,Evening
2023-02-20,E08574,21:52:40,18:25:30,Morning
2023-12-23,E07619,08:12:37,04:53:50,Night
2023-08-12,E07429,00:10:51,15:53:09,Night
2023-12-13,E00158,17:46:25,17:43:58,Night
2023-10-01,E08583,08:08:02,08:50:32,Night
2023-08-16,E07429,01:13:13,14:00:12,Morning
2023-03-27,E08832,15:25:40,09:31:02,Morning
2023-09-09,E06162,00:36:23,13:50:54,Morning
2023-10-25,E09646,05:26:28,16:04:17,Morning
2023-12-25,E09837,20:33:07,17:50:28,Morning
2023-02-16,E07971,03:50:58,00:53:53,Morning
2023-08-01,E01229,03:29:53,13:17:43,Night
2023-12-20,E00821,06:56:57,06:45:58,Night
2023-09-17,E00959,11:33:39,20:34:53,Night
2023-04-09,E06283,07:39:49,06:35:52,Night
2023-11-30,E02952,02:08:08,13:48:47,Evening
2023-06-05,E07227,21:29:34,18:08:05,Night
2023-02-03,E00917,16:45:46,20:56:22,Morning
2023-03-03,E02119,09:48:47,22:21:58,Evening
2023-11-22,E05119,09:27:11,20:08:54,Night
2023-03-21,E04935,08:26:47,07:31:59,Morning
2023-12-29,E08306,23:44:35,11:13:06,Evening
2023-10-11,E04782,14:45:12,11:00:03,Night
2023-02-19,E05555,08:20:21,14:57:26,Night
2023-05-28,E02868,18:44:05,05:39:04,Morning
2023-12-30,E09442,17:06:51,06:51:31,Evening
2023-01-11,E05630,22:25:25,07:51:10,Morning
2023-02-18,E07170,06:08:59,11:48:19,Evening
2023-10-24,E04649,20:54:31,11:49:06,Morning
2023-02-15,E06646,19:05:33,21:24:00,Morning
2023-07-14,E06872,00:11:08,17:42:20,Evening
2023-08-04,E02838,05:30:59,04:25:18,Morning
2023-05-10,E06109,03:41:31,21:53:18,Night
2023-08-31,E00605,14:42:47,06:29:06,Morning
2023-02-10,E02178,16:18:30,18:21:56,Morning
2023-07-25,E06872,06:07:58,20:19:01,Night
2023-11-07,E09192,14:18:53,00:12:28,Evening
2023-07-12,E02067,09:43:06,20:16:29,Evening
2023-08-27,E04435,10:15:22,18:50:36,Evening
2023-09-06,E09944,02:30:36,18:53:59,Morning
2023-11-14,E03735,07:24:31,17:05:51,Night
2023-10-03,E02879,07:37:19,07:02:48,Evening
2023-01-28,E06296,12:06:03,22:18:28,Morning
2023-11-26,E05686,04:59:51,08:30:34,Evening
2023-06-29,E09602,12:34:26,15:48:24,Morning
2023-05-05,E08205,13:07:25,02:50:29,Evening
2023-04-24,E08559,12:55:00,23:02:52,Evening
2023-09-14,E08263,21:58:11,09:10:57,Evening
2023-02-08,E04249,16:27:29,01:40:43,Evening
2023-04-08,E05958,12:01:43,00:14:09,Evening
2023-12-02,E01258,06:15:33,12:45:16,Morning
2023-02-22,E00520,10:51:23,07:33:30,Night
2023-04-13,E04040,11:44:02,09:33:04,Evening
2023-09-24,E00397,12:31:07,05:39:42,Night
2023-10-17,E01507,05:16:21,13:46:32,Morning
2023-05-30,E06958,22:40:13,12:26:01,Morning
2023-02-16,E04347,05:59:35,13:37:43,Morning
2023-01-31,E00269,14:02:29,22:00:17,Night
2023-11-24,E07795,04:24:56,22:15:45,Evening
2023-05-26,E05297,14:33:17,15:13:38,Evening
2023-10-26,E08874,22:42:19,22:48:57,Evening
2023-04-19,E08623,04:18:39,09:43:04,Evening
2023-08-28,E00841,00:27:33,08:40:35,Evening
2023-07-05,E09874,06:25:04,21:38:42,Morning
2023-02-17,E07532,18:37:13,15:02:08,Morning
2023-08-23,E07712,23:55:01,11:25:05,Evening
2023-09-07,E06754,17:02:09,06:58:21,Evening
2023-12-23,E01841,23:15:42,00:55:01,Night
2023-02-05,E00507,18:24:33,17:20:51,Night
2023-04-11,E03972,21:50:03,18:19:30,Night
2023-02-23,E02550,12:05:10,08:05:51,Evening
2023-10-28,E09092,19:33:41,06:23:34,Evening
2023-04-26,E02474,13:19:06,17:05:32,Morning
2023-02-10,E09591,02:49:07,16:34:38,Evening
2023-07-08,E07379,09:26:28,15:24:55,Morning
2023-08-23,E00153,09:31:17,06:14:19,Morning
2023-07-31,E00223,08:21:42,14:37:30,Night
2023-07-24,E04992,17:19:37,18:17:09,Evening
2023-03-03,E06708,16:25:54,09:58:09,Morning
2023-11-07,E06539,05:19:51,20:27:06,Morning
2023-09-11,E09744,19:05:58,20:52:43,Night
2023-09-25,E08162,08:34:18,07:29:44,Evening
2023-08-23,E08355,10:47:03,10:10:17,Evening
2023-06-23,E09104,05:44:20,16:09:04,Morning
2023-04-07,E00142,09:56:28,16:55:59,Evening
2023-08-17,E01440,05:50:47,00:51:42,Night
2023-04-21,E01862,17:25:59,01:55:42,Night
2023-06-08,E04237,21:34:50,07:47:28,Night
2023-12-05,E08958,10:36:57,11:26:02,Morning
2023-01-24,E08131,09:32:51,20:16:21,Evening
2023-07-12,E06773,03:29:45,17:29:50,Night
2023-05-10,E09822,22:45:23,05:09:05,Night
2023-07-10,E09963,22:22:24,08:16:37,Night
2023-09-03,E04986,23:36:11,00:54:03,Evening
2023-08-05,E03126,22:34:44,02:45:39,Morning
2023-02-20,E01570,01:45:02,08:21:25,Night
2023-01-25,E08989,06:42:57,02:58:26,Evening
2023-10-30,E08148,20:55:04,20:09:25,Night
2023-02-16,E08510,19:41:30,11:04:34,Evening
2023-11-29,E06410,02:57:07,11:56:24,Night
2023-12-04,E05225,02:31:31,11:34:38,Night
2023-12-26,E04121,11:41:56,05:26:49,Morning
2023-08-25,E05795,21:12:01,15:45:03,Evening
2023-09-11,E08180,07:04:26,03:33:31,Night
2023-10-12,E03005,13:40:15,08:24:24,Evening
2023-08-07,E04012,17:39:45,14:56:01,Morning
2023-03-07,E00799,19:44:03,16:19:19,Night
2023-05-31,E02543,20:06:12,19:24:07,Morning
2023-04-08,E05131,23:44:43,05:24:02,Morning
2023-10-19,E06697,03:57:00,05:50:11,Night
2023-10-29,E09865,13:20:00,13:01:59,Evening
2023-12-07,E00555,05:56:14,00:03:18,Night
2023-10-31,E06795,19:02:36,19:45:27,Night
2023-12-10,E01518,03:41:57,03:31:45,Evening
2023-04-04,E01771,02:15:29,03:19:02,Morning
2023-11-03,E02834,02:20:38,04:49:20,Night
2023-09-20,E06858,22:40:03,14:02:39,Morning
2023-03-13,E03497,18:48:07,08:42:33,Morning
2023-06-15,E09900,04:36:23,19:13:26,Evening
2023-08-05,E08470,22:48:19,14:27:56,Night
2023-10-11,E05164,18:22:48,04:47:36,Morning
2023-12-29,E03893,22:40:18,22:38:20,Morning
2023-12-30,E06029,17:30:04,14:10:19,Evening
2023-03-11,E03984,08:49:50,21:30:29,Morning
2023-02-21,E05238,22:23:41,00:58:22,Evening
2023-04-03,E02883,10:00:05,20:31:47,Morning
2023-05-04,E02377,19:46:52,04:14:13,Night
2023-09-08,E02970,14:57:34,02:03:06,Morning
2023-10-19,E06093,12:45:38,13:52:58,Night
2023-02-09,E02102,03:01:04,14:36:12,Morning
2023-05-25,E07056,23:42:05,02:42:02,Morning
2023-11-16,E02345,01:22:13,16:53:23,Morning
2023-02-07,E07062,13:35:20,05:14:12,Morning
2023-11-25,E01072,01:43:50,17:06:46,Evening
2023-11-15,E05325,10:51:50,18:31:08,Night
2023-09-12,E01948,16:03:12,08:01:05,Evening
2023-09-28,E00957,09:36:40,01:48:35,Evening
2023-11-29,E07102,21:38:13,14:31:59,Evening
2023-04-01,E09807,21:00:51,20:09:00,Evening
2023-11-13,E01944,01:53:44,18:10:08,Night
2023-07-10,E03471,11:04:34,00:44:25,Evening
2023-05-11,E02853,09:10:44,05:00:55,Night
2023-04-30,E09999,13:04:56,05:35:24,Evening
2023-12-22,E08472,03:36:40,12:35:13,Morning
2023-04-01,E00653,18:08:53,17:48:18,Evening
2023-08-10,E01597,19:59:31,08:58:06,Evening
2023-07-01,E09030,09:51:13,06:24:06,Night
2023-06-07,E08694,18:06:08,14:43:35,Evening
2023-01-05,E00181,14:51:15,11:35:35,Night
2023-06-03,E04433,20:55:59,02:29:22,Night
2023-01-07,E04661,20:40:29,03:20:10,Evening
2023-02-10,E07364,16:11:34,23:17:34,Night
2023-09-15,E03463,10:04:49,21:40:13,Night
2023-01-22,E09058,09:25:42,23:51:43,Night
2023-04-12,E02965,17:22:29,00:49:30,Morning
2023-08-25,E07698,11:27:20,13:16:02,Night
2023-01-12,E05003,20:20:04,10:00:11,Evening
2023-07-19,E08587,22:54:11,04:12:52,Night
2023-05-30,E04899,01:07:31,17:06:06,Morning
2023-06-10,E09640,19:19:09,17:46:32,Evening
2023-02-02,E05868,11:16:33,17:49:36,Night
2023-09-02,E08849,21:55:15,11:36:12,Evening
2023-09-13,E06489,21:16:13,05:25:09,Morning
2023-01-26,E06442,16:38:53,10:21:22,Night
2023-07-28,E02025,23:39:43,17:42:33,Morning
2023-01-27,E03680,18:51:57,19:59:13,Evening
2023-10-14,E04919,01:58:06,20:22:29,Morning
2023-06-18,E03650,02:27:51,06:28:46,Evening
2023-06-13,E00930,13:32:08,05:45:15,Morning
2023-11-24,E08263,06:59:08,09:16:43,Morning
2023-11-15,E00273,20:22:43,14:18:13,Night
2023-11-27,E00267,09:28:54,08:15:50,Night
2023-04-21,E07106,20:35:08,05:06:05,Night
2023-10-17,E00196,11:56:59,08:45:02,Evening
2023-07-08,E08228,04:48:29,23:46:51,Morning
2023-06-09,E06704,12:42:16,10:36:04,Night
2023-08-25,E09099,17:42:04,14:50:41,Night
2023-03-21,E02696,06:37:06,02:11:52,Evening
2023-07-13,E08273,16:51:44,06:06:23,Evening
2023-10-27,E05251,10:22:55,09:07:54,Evening
2023-01-16,E06233,21:58:39,05:28:38,Night
2023-02-02,E08714,03:48:00,09:38:40,Evening
2023-04-22,E06615,16:22:18,11:19:48,Evening
2023-11-27,E00505,16:48:40,23:44:46,Night
2023-05-02,E02262,07:29:26,07:56:11,Night
2023-07-20,E04682,17:37:15,19:49:47,Night
2023-04-18,E03161,18:54:59,07:29:10,Night
2023-10-20,E07084,13:05:02,20:04:42,Night
2023-06-05,E07856,20:27:36,02:38:41,Evening
2023-03-17,E02301,20:17:15,05:57:44,Night
2023-10-17,E08437,23:46:56,14:34:45,Night
2023-04-30,E03712,10:30:55,14:08:19,Night
2023-08-15,E07035,01:23:47,00:54:34,Night
2023-12-26,E07317,11:29:26,15:54:10,Morning
2023-05-10,E00013,12:43:18,13:10:02,Morning
2023-07-21,E01313,02:11:37,03:47:33,Evening
2023-09-21,E05933,20:32:09,03:26:35,Evening
2023-01-05,E08516,06:03:40,09:01:07,Night
2023-01-14,E08496,10:27:34,11:16:12,Morning
2023-11-17,E02279,17:39:52,19:20:07,Evening
2023-09-03,E09796,21:10:00,02:36:04,Morning
2023-01-27,E01819,15:22:57,01:12:29,Evening
2023-01-02,E01493,03:07:13,05:53:30,Evening
2023-06-09,E01758,09:49:48,00:27:06,Night
2023-06-28,E04394,19:40:46,03:23:57,Evening
2023-01-14,E00077,18:46:55,12:52:49,Night
2023-06-18,E00391,11:02:26,07:25:45,Evening
2023-10-04,E03866,17:09:47,09:37:36,Night
2023-11-15,E09492,12:01:07,13:14:47,Morning
2023-09-29,E07240,05:44:23,12:45:19,Evening
2023-08-14,E06205,11:28:02,08:06:47,Night
2023-12-07,E07232,21:15:24,00:23:37,Night
2023-03-10,E00537,10:40:07,23:16:43,Night
2023-03-24,E04620,10:42:16,22:05:15,Morning
2023-09-01,E03088,00:14:53,23:09:26,Night
2023-12-05,E00054,23:17:49,21:21:14,Evening
2023-10-14,E00855,12:26:19,23:06:34,Morning
2023-11-04,E04965,04:30:43,20:51:34,Evening
2023-11-10,E07256,01:03:57,03:31:44,Evening
2023-01-25,E07235,13:01:07,14:48:59,Night
2023-01-03,E03201,01:43:57,20:21:49,Night
2023-07-05,E09036,18:28:26,07:41:14,Morning
2023-12-10,E03930,19:34:48,08:45:07,Night
2023-04-09,E08838,14:45:06,19:19:07,Night
2023-12-20,E04369,01:12:17,05:06:47,Evening
2023-05-15,E09999,21:33:07,10:25:56,Evening
2023-02-06,E01446,21:33:17,02:39:17,Night
2023-11-03,E02218,22:46:05,20:18:10,Night
2023-03-09,E01645,00:36:39,11:13:45,Morning
2023-07-16,E06687,12:03:29,23:13:13,Evening
2023-11-16,E04804,15:27:47,00:30:46,Evening
2023-05-25,E07870,10:47:26,15:17:17,Evening
2023-12-18,E03660,01:36:18,12:38:00,Night
2023-11-17,E03788,10:29:11,05:13:09,Evening
2023-12-16,E04437,20:23:53,09:12:57,Morning
2023-03-26,E00402,18:59:06,21:00:21,Night
2023-02-04,E00545,03:09:40,22:45:05,Morning
2023-07-25,E08347,07:04:31,21:45:19,Night
2023-01-29,E02181,05:44:22,09:02:19,Morning
2023-10-29,E02277,02:57:27,19:16:27,Morning
2023-06-25,E08236,13:52:10,10:38:10,Evening
2023-09-21,E03380,19:13:10,07:52:21,Night
2023-02-04,E04183,18:05:57,11:54:05,Morning
2023-02-22,E09044,15:07:01,21:04:18,Evening
2023-02-22,E07859,03:16:36,04:23:39,Evening
2023-06-07,E08940,03:37:42,00:57:28,Morning
2023-04-27,E06592,23:18:00,23:40:34,Night
2023-09-18,E06020,01:53:47,22:47:28,Night
2023-05-15,E09499,09:29:44,16:22:36,Morning
2023-07-10,E04189,19:52:20,11:36:21,Night
2023-05-01,E01303,01:15:19,08:37:26,Night
2023-09-25,E01547,22:01:32,06:37:54,Morning
2023-03-08,E07687,10:32:34,15:09:23,Night
2023-09-11,E00435,17:50:17,21:35:35,Morning
2023-06-25,E00301,02:01:12,07:59:46,Night
2023-08-31,E07639,01:03:48,23:36:25,Morning
2023-04-22,E03188,18:44:51,03:15:41,Night
2023-05-13,E01827,06:30:24,05:50:58,Night
2023-05-15,E03931,12:24:24,11:22:48,Night
2023-03-23,E08073,04:20:56,12:24:32,Morning
2023-09-22,E08275,20:13:26,01:03:30,Night
2023-02-15,E04856,14:33:38,17:33:57,Night
2023-01-08,E05576,11:30:08,09:12:15,Evening
2023-08-30,E02100,18:59:33,00:45:03,Evening
2023-11-09,E09782,01:49:31,21:00:43,Night
2023-12-30,E08748,03:14:35,02:53:22,Evening
2023-08-01,E08738,15:47:04,17:47:06,Morning
2023-08-01,E06759,18:11:13,10:27:09,Evening
2023-03-10,E01074,08:26:44,10:18:50,Evening
2023-06-23,E02262,16:33:00,04:45:30,Evening
2023-07-14,E00186,16:00:36,15:06:55,Night
2023-05-10,E06633,08:59:30,05:22:28,Morning
2023-01-27,E00840,13:24:28,01:37:24,Night
2023-07-07,E07657,01:21:01,07:12:49,Evening
2023-08-27,E02926,02:43:33,18:18:11,Night
2023-06-01,E06117,13:11:20,11:20:42,Morning
2023-03-01,E02017,09:13:08,06:20:52,Night
2023-08-14,E01772,16:42:05,09:26:29,Night
2023-10-05,E04793,23:00:39,09:33:50,Evening
2023-04-10,E08580,09:35:31,17:45:00,Night
2023-10-07,E08366,00:34:00,06:00:36,Evening
2023-07-29,E08089,12:39:29,02:08:42,Morning
2023-07-14,E09939,22:28:37,15:40:00,Night
2023-01-23,E09895,16:13:00,02:24:36,Morning
2023-02-01,E02269,11:40:34,06:49:06,Evening
2023-09-28,E07766,14:57:41,11:26:04,Evening
2023-04-11,E00012,22:04:20,17:59:29,Night
2023-01-22,E08028,15:45:11,07:28:29,Morning
2023-10-14,E01976,16:34:27,16:20:38,Night
2023-09-03,E04170,12:23:32,09:31:49,Night
2023-10-05,E01060,07:26:05,10:15:29,Morning
2023-01-14,E01824,16:37:39,08:57:42,Night
2023-08-30,E06330,14:41:21,04:28:53,Evening
2023-02-09,E05499,05:01:57,02:29:09,Night
2023-02-03,E02977,09:05:22,20:56:48,Evening
2023-03-04,E09514,03:29:09,16:02:02,Evening
2023-01-30,E05051,06:05:57,12:26:21,Morning
2023-12-10,E06153,19:46:55,17:00:53,Night
2023-11-29,E02733,11:23:24,11:04:58,Night
2023-07-12,E09119,21:28:30,03:02:23,Evening
2023-04-15,E09511,22:31:11,04:51:14,Morning
2023-07-22,E05755,14:28:23,00:51:01,Morning
2023-01-03,E08385,08:13:52,14:57:47,Evening
2023-01-29,E06379,09:07:34,01:19:58,Evening
2023-07-10,E05229,22:56:54,04:55:23,Morning
2023-11-20,E03439,00:43:48,05:50:00,Night
2023-10-25,E05199,08:50:23,17:33:18,Morning
2023-06-10,E07515,12:12:23,00:31:04,Evening
2023-08-11,E02677,08:57:00,03:26:22,Night
2023-12-10,E07972,02:50:38,12:07:12,Morning
2023-03-10,E06347,02:37:20,02:03:20,Night
2023-06-28,E06574,06:22:35,21:21:50,Morning
2023-08-31,E07205,04:39:13,15:08:38,Night
2023-09-19,E00513,10:59:37,22:32:32,Night
2023-07-14,E09006,14:39:10,13:41:28,Morning
2023-04-01,E09647,15:33:04,11:36:43,Night
2023-08-15,E07086,16:10:41,06:15:54,Evening
2023-02-22,E01586,23:00:49,18:33:08,Morning
2023-12-05,E07172,01:05:23,21:11:17,Night
2023-06-24,E02454,02:05:03,07:55:48,Night
2023-12-20,E04243,01:48:35,01:08:30,Night
2023-11-05,E08757,09:05:26,23:00:38,Night
2023-05-25,E06951,22:24:27,07:06:39,Night
2023-03-18,E09773,22:08:16,22:52:47,Evening
2023-02-12,E06719,21:04:38,00:17:22,Night
2023-08-25,E02640,08:47:10,22:24:17,Morning
2023-04-29,E00718,18:29:00,09:11:52,Night
2023-11-25,E04737,03:22:28,17:12:03,Morning
2023-05-12,E02105,05:17:31,05:23:23,Morning
2023-02-03,E03752,02:55:35,09:10:47,Night
2023-12-11,E05124,12:49:39,07:17:56,Morning
2023-01-06,E02587,11:56:05,18:51:59,Night
2023-07-18,E08644,10:43:12,08:12:15,Morning
2023-09-26,E08188,02:51:26,04:06:36,Evening
2023-08-10,E03756,01:52:25,16:55:01,Night
2023-12-05,E01581,17:41:29,00:18:13,Morning
2023-05-10,E00780,11:30:12,21:40:02,Night
2023-09-22,E07061,17:05:56,12:37:16,Night
2023-02-11,E05310,15:43:06,17:15:43,Night
2023-07-02,E02437,23:45:57,03:44:11,Evening
2023-01-17,E07186,17:35:02,12:41:03,Evening
2023-11-17,E03010,01:06:45,11:04:11,Evening
2023-04-16,E09266,08:40:59,07:22:01,Evening
2023-09-05,E02213,03:55:32,09:57:50,Morning
2023-11-19,E09131,14:43:00,06:53:30,Morning
2023-02-24,E00872,00:10:12,07:13:23,Evening
2023-07-16,E09152,12:26:59,03:31:42,Night
2023-02-13,E03589,03:05:52,03:09:25,Evening
2023-10-09,E04710,23:15:14,02:33:18,Morning
2023-05-04,E02841,22:13:52,07:09:19,Night
2023-09-14,E08075,06:01:06,03:37:13,Evening
2023-11-15,E03582,19:04:43,23:35:20,Morning
2023-04-29,E01271,04:52:56,13:57:55,Morning
2023-06-04,E03841,04:50:57,05:34:22,Evening
2023-01-06,E08319,13:36:50,02:36:37,Evening
2023-07-04,E06120,13:41:59,17:17:04,Evening
2023-10-13,E09417,21:59:01,08:02:02,Night
2023-11-23,E06211,10:52:14,01:18:09,Evening
2023-01-27,E01942,08:06:28,12:06:16,Evening
2023-08-27,E03907,04:39:18,15:22:07,Night
2023-12-06,E01324,10:49:55,08:29:58,Night
2023-02-22,E04176,11:28:13,21:24:53,Evening
2023-07-20,E03090,10:33:17,15:45:22,Evening
2023-05-08,E06993,19:41:00,22:06:57,Morning
2023-02-28,E00212,21:53:45,08:47:34,Night
2023-06-10,E00963,14:31:35,12:01:58,Evening
2023-03-28,E02544,05:46:35,22:51:37,Night
2023-03-18,E03026,23:35:39,23:21:53,Morning
2023-09-25,E03430,04:41:21,11:12:36,Morning
2023-04-21,E02940,00:11:27,01:05:59,Evening
2023-01-30,E07984,19:57:55,19:28:20,Morning
2023-03-06,E00298,17:41:32,08:55:49,Morning
2023-02-09,E02619,00:16:30,03:07:42,Evening
2023-08-20,E03073,11:08:45,19:16:34,Night
2023-09-18,E04651,05:08:43,20:21:19,Morning
2023-07-01,E06368,21:12:14,20:12:59,Night
2023-04-26,E08102,17:06:44,00:21:51,Night
2023-02-25,E00828,20:26:21,19:19:57,Evening
2023-08-11,E09378,15:31:11,08:00:17,Evening
2023-06-02,E05857,23:10:59,12:54:54,Evening
2023-05-27,E05882,04:07:11,05:15:19,Morning
2023-09-19,E07529,17:25:15,15:57:07,Night
2023-02-10,E09292,08:16:15,01:14:05,Evening
2023-01-17,E03123,06:03:50,12:40:45,Night
2023-08-04,E06456,02:00:18,20:26:00,Night
2023-02-19,E02934,13:10:24,11:33:22,Morning
2023-08-28,E04107,04:26:09,21:27:40,Night
2023-03-29,E04646,00:43:58,03:58:05,Night
2023-09-30,E06939,22:48:03,10:19:16,Night
2023-05-11,E00497,04:11:50,19:48:03,Evening
2023-01-17,E08903,03:24:47,05:01:02,Evening
2023-06-19,E03678,16:55:16,12:16:06,Evening
2023-08-18,E05055,07:39:42,08:35:41,Night
2023-12-29,E03319,05:48:00,22:19:38,Morning
2023-03-16,E05112,18:03:34,17:42:39,Morning
2023-07-07,E07144,10:15:47,08:49:44,Evening
2023-06-07,E00683,12:42:24,12:23:26,Night
2023-02-20,E01354,02:01:54,16:10:36,Evening
2023-07-30,E04149,04:21:23,14:48:22,Evening
2023-07-19,E02173,22:35:03,04:00:08,Morning
2023-07-11,E09231,08:25:14,11:25:35,Evening
2023-09-23,E08841,09:48:41,08:02:15,Night
2023-05-26,E01773,07:46:22,12:06:07,Evening
2023-02-07,E00913,10:28:21,22:33:48,Night
2023-05-30,E07934,13:28:50,22:53:30,Evening
2023-06-25,E00344,07:50:37,15:33:29,Evening
2023-05-09,E03804,02:53:04,16:54:27,Morning
2023-10-24,E07016,13:33:30,16:09:39,Night
2023-07-16,E00131,13:28:14,13:14:34,Morning
2023-07-16,E00230,06:25:17,02:28:53,Morning
2023-12-06,E03364,12:40:08,01:23:39,Night
2023-07-18,E09634,02:22:28,19:43:42,Morning
2023-10-22,E09233,12:46:26,11:04:02,Morning
2023-09-29,E06361,03:02:43,17:44:56,Evening
2023-11-07,E06739,16:42:53,22:40:08,Night
2023-06-27,E04553,21:22:49,10:51:27,Night
2023-10-28,E09037,06:05:20,22:02:11,Evening
2023-02-28,E09627,23:40:42,11:07:24,Evening
2023-02-19,E07363,15:41:33,16:55:28,Night
2023-03-13,E01495,15:36:05,02:27:21,Morning
2023-08-20,E02693,23:14:22,12:00:55,Evening
2023-01-10,E04493,12:38:36,17:04:53,Night
2023-02-05,E07823,09:39:42,09:42:23,Evening
2023-01-24,E05129,10:52:23,03:13:35,Morning
2023-07-12,E07339,22:30:10,01:28:09,Morning
2023-07-28,E02089,14:59:40,17:00:41,Evening
2023-06-21,E08837,14:57:56,02:19:51,Night
2023-10-19,E08439,14:29:01,01:54:54,Night
2023-01-07,E02721,13:59:04,03:02:44,Night
2023-10-26,E04095,22:05:40,14:18:03,Evening
2023-02-19,E06604,16:03:34,02:03:24,Night
2023-12-13,E01776,10:01:25,09:21:51,Morning
2023-07-15,E09896,01:42:07,19:14:53,Night
2023-03-09,E04403,14:38:33,15:09:57,Night
2023-11-22,E01813,02:23:14,00:00:48,Morning
2023-04-01,E01893,04:38:36,17:26:55,Morning
2023-11-08,E07830,05:24:43,11:29:24,Evening
2023-11-14,E08470,15:52:26,14:00:27,Evening
2023-02-25,E03602,23:39:50,20:07:56,Evening
2023-11-13,E05768,21:36:37,02:55:49,Night
2023-03-18,E02223,00:18:21,16:56:58,Evening
2023-09-30,E04837,00:33:59,12:43:14,Morning
2023-06-26,E01847,10:02:44,05:55:39,Morning
2023-08-13,E09616,13:06:08,18:21:16,Morning
2023-11-22,E07374,05:24:08,16:58:14,Night
2023-02-17,E08540,04:06:55,02:26:49,Night
2023-07-11,E01938,19:28:18,00:56:50,Night
2023-03-22,E06155,10:37:52,18:44:51,Morning
2023-06-17,E08996,13:40:45,09:27:20,Morning
2023-08-24,E05613,12:55:57,08:43:16,Night
2023-07-02,E04079,06:19:33,11:48:16,Evening
2023-11-06,E03357,18:47:59,06:46:53,Evening
2023-01-12,E09024,17:18:52,07:00:05,Morning
2023-07-26,E04402,23:56:33,00:00:50,Evening
2023-07-19,E01537,17:16:53,20:58:16,Night
2023-02-15,E09612,11:45:00,16:49:38,Morning
2023-07-14,E00019,00:22:07,03:49:50,Evening
2023-02-15,E03339,02:46:32,19:20:09,Morning
2023-06-10,E07403,08:57:46,10:33:58,Morning
2023-05-08,E06657,18:59:14,20:05:50,Morning
