Employee ID,Overtime Hours,Regular Hours,Pay per Hour,Total Salary
E03005,11,166,29.08,5147.16
E04012,18,131,11.66,1737.34
E00799,0,171,25.64,4384.44
E02543,13,131,24.39,3512.16
E05131,14,178,31.79,6103.68
E06697,16,125,39.45,5562.45
E09865,3,138,12.42,1751.22
E00555,5,141,14.4,2102.4
E06795,20,122,17.79,2526.18
E01518,0,138,44.45,6134.1
E01771,2,126,23.48,3005.44
E02834,11,171,19.99,3638.18
E06858,3,157,33.97,5435.2
E03497,7,164,32.75,5600.25
E09900,20,158,47.87,8520.86
E08470,20,162,30.2,5496.4
E05164,19,137,18.32,2857.92
E03893,4,123,47.35,6013.45
E06029,0,162,12.05,1952.1
E03984,7,173,27.94,5029.2
E05238,5,145,34.49,5173.5
E02883,9,130,46.09,6406.51
E02377,18,147,48.74,8042.1
E02970,17,162,29.01,5192.79
E06093,3,136,36.41,5060.99
E02102,11,146,10.25,1609.25
E07056,5,140,23.47,3403.15
E02345,7,171,44.47,7915.66
E07062,13,139,25.27,3841.04
E01072,6,162,14.37,2414.16
E05325,18,152,41.14,6993.8
E01948,10,125,28.85,3894.75
E00957,15,164,20.0,3580.0
E07102,8,149,44.58,6999.06
E09807,16,136,20.34,3091.68
E01944,20,160,33.91,6103.8
E03471,12,161,14.74,2550.02
E02853,15,139,12.69,1954.26
E09999,1,135,18.83,2560.88
E08472,0,155,43.29,6709.95
E00653,0,173,14.63,2530.99
E01597,13,159,28.73,4941.56
E09030,4,139,37.34,5339.62
E08694,2,177,34.84,6236.36
E00181,7,152,32.49,5165.91
E04433,19,176,26.8,5226.0
E04661,20,122,19.01,2699.42
E07364,20,138,49.63,7841.54
E03463,11,148,33.39,5309.01
E09058,8,147,30.25,4688.75
E02965,10,162,19.13,3290.36
E07698,16,123,31.72,4409.08
E05003,7,179,43.51,8092.86
E08587,18,161,12.98,2323.42
E04899,12,133,19.44,2818.8
E09640,5,149,31.65,4874.1
E05868,20,148,35.21,5915.28
E08849,3,161,49.45,8109.8
E06489,14,164,21.2,3773.6
E06442,11,132,28.77,4114.11
E02025,20,137,43.55,6837.35
E03680,14,132,21.63,3157.98
E04919,3,132,15.45,2085.75
E03650,4,125,46.17,5955.93
E00930,11,169,25.12,4521.6
E08263,15,120,11.93,1610.55
E00273,20,128,10.24,1515.52
E00267,8,180,14.22,2673.36
E07106,1,153,16.31,2511.74
E00196,13,147,35.44,5670.4
E08228,3,168,11.12,1901.52
E06704,8,173,14.06,2544.86
E09099,17,162,26.92,4818.68
E02696,19,121,20.81,2913.4
E08273,20,132,43.91,6674.32
E05251,17,140,43.21,6783.97
E06233,5,127,26.93,3554.76
E08714,11,121,26.03,3435.96
E06615,7,143,35.67,5350.5
E00505,7,148,45.75,7091.25
E02262,4,161,20.23,3337.95
E04682,4,173,33.36,5904.72
E03161,16,151,16.17,2700.39
E07084,14,173,31.38,5868.06
E07856,6,130,27.41,3727.76
E02301,11,169,15.04,2707.2
E08437,0,152,19.61,2980.72
E03712,7,149,45.02,7023.12
E07035,16,161,31.47,5570.19
E07317,15,153,19.53,3281.04
E00013,7,174,27.54,4984.74
E01313,8,135,20.44,2922.92
E05933,20,132,49.44,7514.88
E08516,17,165,14.22,2588.04
E08496,16,179,31.6,6162.0
E02279,17,167,23.68,4357.12
E09796,8,179,27.64,5168.68
E01819,17,152,15.41,2604.29
E01493,11,147,15.26,2411.08
E01758,19,153,22.54,3876.88
E04394,6,142,17.11,2532.28
E00077,18,121,32.27,4485.53
E00391,20,126,13.5,1971.0
E03866,12,163,16.63,2910.25
E09492,2,134,25.85,3515.6
E07240,0,166,17.06,2831.96
E06205,12,137,27.73,4131.77
E07232,0,151,14.83,2239.33
E00537,3,144,15.43,2268.21
E04620,2,147,44.88,6687.12
E03088,18,178,27.45,5380.2
E00054,0,171,31.8,5437.8
E00855,9,151,48.08,7692.8
E04965,5,180,37.83,6998.55
E07256,15,129,28.97,4171.68
E07235,18,170,26.32,4948.16
E03201,17,174,21.99,4200.09
E09036,6,130,21.77,2960.72
E03930,14,152,48.9,8117.4
E08838,6,142,39.55,5853.4
E04369,8,169,15.62,2764.74
E09999,14,129,18.83,2692.69
E01446,2,137,28.23,3923.97
E02218,10,150,22.41,3585.6
E01645,1,159,33.85,5416.0
E06687,2,152,32.73,5040.42
E04804,14,176,42.38,8052.2
E07870,1,158,46.92,7460.28
E03660,13,120,24.96,3319.68
E03788,5,139,16.92,2436.48
E04437,18,172,13.55,2574.5
E00402,19,180,21.19,4216.81
E00545,10,149,24.39,3878.01
E08347,5,145,11.49,1723.5
E02181,0,120,38.58,4629.6
E02277,12,170,12.82,2333.24
E08236,13,176,26.97,5097.33
E03380,13,166,43.47,7781.13
E04183,4,179,49.91,9133.53
E09044,18,156,41.37,7198.38
E07859,5,135,15.01,2101.4
E08940,15,121,19.73,2683.28
E06592,9,160,44.89,7586.41
E06020,6,151,31.73,4981.61
E09499,13,136,49.37,7356.13
E04189,7,163,37.58,6388.6
E01303,4,143,39.69,5834.43
E01547,16,148,41.42,6792.88
E07687,11,159,29.81,5067.7
E00435,10,179,25.95,4904.55
E00301,17,177,10.66,2068.04
E07639,0,135,32.75,4421.25
E03188,7,154,35.11,5652.71
E01827,0,139,45.82,6368.98
E03931,20,138,29.55,4668.9
E08073,1,164,34.1,5626.5
E08275,4,148,46.41,7054.32
E04856,15,121,25.73,3499.28
E05576,0,136,25.56,3476.16
E02100,13,122,44.32,5983.2
E09782,12,131,18.81,2689.83
E08748,19,172,14.34,2738.94
E08738,13,168,24.56,4445.36
E06759,8,138,33.49,4889.54
E01074,9,129,46.88,6469.44
E02262,2,125,20.23,2569.21
E00186,14,127,42.32,5967.12
E06633,18,173,27.83,5315.53
E00840,6,154,29.72,4755.2
E07657,1,158,22.91,3642.69
E02926,2,141,14.65,2094.95
E06117,8,154,24.45,3960.9
E02017,4,135,37.03,5147.17
E01772,12,125,18.76,2570.12
E04793,5,123,48.06,6151.68
E08580,2,144,46.08,6727.68
E08366,14,180,48.0,9312.0
E08089,10,128,37.63,5192.94
E09939,20,170,28.99,5508.1
E09895,0,135,33.51,4523.85
E02269,19,160,47.6,8520.4
E07766,3,127,42.41,5513.3
E00012,10,155,39.16,6461.4
E08028,14,155,32.83,5548.27
E01976,7,167,38.27,6658.98
E04170,4,158,33.84,5482.08
E01060,7,164,25.38,4339.98
E01824,3,153,38.07,5938.92
E06330,2,152,37.89,5835.06
E05499,15,178,36.05,6957.65
E02977,17,135,16.3,2477.6
E09514,3,174,32.99,5839.23
E05051,17,120,33.78,4627.86
E06153,14,172,33.95,6314.7
E02733,16,168,10.05,1849.2
E09119,8,161,40.3,6810.7
E09511,14,155,40.72,6881.68
E05755,9,155,32.21,5282.44
E08385,14,161,33.37,5839.75
E06379,18,134,47.82,7268.64
E05229,7,177,47.9,8813.6
E03439,9,131,28.15,3941.0
E05199,7,142,24.72,3683.28
E07515,5,141,26.94,3933.24
E02677,2,122,33.88,4201.12
E07972,17,143,10.78,1724.8
E06347,11,170,37.53,6792.93
E06574,13,168,30.46,5513.26
E07205,12,125,31.19,4273.03
E00513,17,179,46.9,9192.4
E09006,12,155,37.16,6205.72
E09647,5,160,35.71,5892.15
E07086,1,152,28.18,4311.54
E01586,12,147,39.39,6263.01
E07172,3,171,31.01,5395.74
E02454,7,159,20.05,3328.3
E04243,6,150,12.18,1900.08
E08757,2,147,30.89,4602.61
E06951,1,153,47.34,7290.36
E09773,3,157,18.23,2916.8
E06719,0,179,15.25,2729.75
E02640,5,156,15.66,2521.26
E00718,18,163,37.36,6762.16
E04737,4,140,29.56,4256.64
E02105,4,128,42.0,5544.0
E03752,2,159,37.57,6048.77
E05124,15,144,34.68,5514.12
E02587,15,169,42.81,7877.04
E08644,16,140,30.61,4775.16
E08188,12,168,14.86,2674.8
E03756,12,138,25.38,3807.0
E01581,4,163,18.65,3114.55
E00780,7,121,43.41,5556.48
E07061,12,145,38.38,6025.66
E05310,2,171,31.75,5492.75
E02437,3,130,45.25,6018.25
E07186,11,164,40.46,7080.5
E03010,3,140,46.44,6640.92
E09266,6,166,25.08,4313.76
E02213,3,124,46.25,5873.75
E09131,4,146,20.31,3046.5
E00872,10,166,33.78,5945.28
E09152,17,123,31.41,4397.4
E03589,15,145,32.19,5150.4
E04710,14,169,35.76,6544.08
E02841,7,168,25.13,4397.75
E08075,10,169,42.8,7661.2
E03582,6,164,20.1,3417.0
E01271,13,139,34.43,5233.36
E03841,7,153,30.56,4889.6
E08319,1,152,25.87,3958.11
E06120,16,130,33.11,4834.06
E09417,16,177,30.15,5818.95
E06211,6,158,37.11,6086.04
E01942,5,124,29.52,3808.08
E03907,20,131,23.62,3566.62
E01324,3,176,30.72,5498.88
E04176,8,132,17.49,2448.6
E03090,3,139,41.05,5829.1
E06993,9,153,43.04,6972.48
E00212,10,173,30.75,5627.25
E00963,5,145,26.66,3999.0
E02544,17,165,34.93,6357.26
E03026,13,170,45.69,8361.27
E03430,18,137,39.33,6096.15
E02940,7,155,35.86,5809.32
E07984,9,161,28.6,4862.0
E00298,4,179,43.84,8022.72
E02619,19,168,47.61,8903.07
E03073,17,164,13.94,2523.14
E04651,2,165,32.93,5499.31
E06368,10,130,18.71,2619.4
E08102,11,140,31.03,4685.53
E00828,12,159,38.94,6658.74
E09378,0,140,24.77,3467.8
E05857,10,164,34.23,5956.02
E05882,1,147,42.36,6269.28
E07529,19,170,46.3,8750.7
E09292,4,143,31.36,4609.92
E03123,16,164,42.77,7698.6
E06456,10,149,46.64,7415.76
E02934,18,138,26.44,4124.64
E04107,11,139,16.8,2520.0
E04646,9,148,43.52,6832.64
E06939,15,135,17.48,2622.0
E00497,16,126,45.31,6434.02
E08903,5,160,29.81,4918.65
E03678,10,154,23.13,3793.32
E05055,11,136,36.84,5415.48
E03319,8,140,16.66,2465.68
E05112,17,163,38.58,6944.4
E07144,14,178,34.39,6602.88
E00683,17,145,29.25,4738.5
E01354,4,167,40.74,6966.54
E04149,19,159,16.34,2908.52
E02173,13,144,44.92,7052.44
E09231,19,179,10.83,2144.34
E08841,19,148,42.27,7059.09
E01773,19,144,47.47,7737.61
E00913,18,169,38.03,7111.61
E07934,8,155,41.47,6759.61
E00344,2,151,35.39,5414.67
E03804,20,167,40.37,7549.19
E07016,10,129,46.61,6478.79
E00131,10,172,39.24,7141.68
E00230,9,165,11.89,2068.86
E03364,13,124,15.7,2150.9
E09634,12,146,48.84,7716.72
E09233,19,130,14.78,2202.22
E06361,3,141,16.1,2318.4
E06739,12,141,28.18,4311.54
E04553,13,177,45.21,8589.9
E09037,11,152,16.1,2624.3
E09627,15,123,17.86,2464.68
E07363,0,131,12.43,1628.33
E01495,15,154,36.58,6182.02
E02693,6,134,44.28,6199.2
E04493,5,128,21.58,2870.14
E07823,10,165,45.09,7890.75
E05129,6,124,16.77,2180.1
E07339,7,150,17.25,2708.25
E02089,8,164,27.25,4687.0
E08837,9,143,29.31,4455.12
E08439,7,128,20.11,2714.85
E02721,7,126,18.81,2501.73
E04095,7,174,25.37,4591.97
E06604,6,135,16.13,2274.33
E01776,2,176,30.93,5505.54
E09896,17,179,21.79,4270.84
E04403,16,179,44.89,8753.55
E01813,3,124,21.78,2766.06
E01893,12,140,23.22,3529.44
E07830,17,171,10.71,2013.48
E08470,20,168,30.2,5677.6
E03602,13,138,25.66,3874.66
E05768,16,136,16.79,2552.08
E02223,17,140,31.98,5020.86
E04837,14,127,16.11,2271.51
E01847,8,128,41.05,5582.8
E09616,6,167,40.22,6958.06
E07374,13,168,11.21,2029.01
E08540,16,131,22.32,3281.04
E01938,12,177,26.29,4968.81
E06155,9,134,37.58,5373.94
E08996,5,136,18.55,2615.55
E05613,19,148,39.49,6594.83
E04079,2,143,46.6,6757.0
E03357,16,172,38.44,7226.72
E09024,16,144,31.46,5033.6
E04402,5,122,26.55,3371.85
E01537,7,153,32.9,5264.0
E09612,6,123,26.97,3479.13
E00019,13,140,31.26,4782.78
E03339,13,120,49.43,6574.19
E07403,16,132,43.93,6501.64
E06657,6,150,40.03,6244.68
E06981,0,136,13.47,1831.92
E02302,16,165,41.91,7585.71
E02697,11,153,46.87,7686.68
E03040,5,158,22.08,3599.04
E02074,11,175,18.0,3348.0
E04300,2,162,23.23,3809.72
E07097,10,152,29.85,4835.7
E02885,12,143,49.33,7646.15
E03338,0,160,22.69,3630.4
E05649,15,158,23.58,4079.34
E03750,10,172,16.78,3053.96
E08548,15,163,14.63,2604.14
E05687,15,143,42.56,6724.48
E09002,9,122,10.33,1353.23
E07376,5,133,48.31,6666.78
E05351,12,173,48.2,8917.0
E06122,8,128,17.75,2414.0
E08257,6,159,27.44,4527.6
E02677,8,167,33.88,5929.0
E03325,1,151,49.65,7546.8
E03845,5,158,23.64,3853.32
E00013,11,141,27.54,4186.08
E02446,10,145,13.8,2139.0
E07423,7,179,29.38,5464.68
E09819,13,152,23.59,3892.35
E04180,3,177,41.05,7389.0
E07742,18,176,37.25,7226.5
E09399,0,171,46.05,7874.55
E00974,15,123,30.34,4186.92
E05543,20,135,21.71,3365.05
E01884,5,156,21.82,3513.02
E02336,11,125,22.41,3047.76
E08591,10,167,25.56,4524.12
E04162,14,180,36.63,7106.22
E08539,12,129,33.31,4696.71
E08057,18,177,16.07,3133.65
E08385,10,172,33.37,6073.34
E00088,11,131,11.74,1667.08
E08760,14,122,10.06,1368.16
E03370,14,178,41.47,7962.24
E08909,19,139,49.55,7828.9
E06362,7,127,46.74,6263.16
E04849,15,129,15.3,2203.2
E02011,1,157,16.46,2600.68
E02123,20,180,38.94,7788.0
E06334,12,135,21.04,3092.88
E09674,12,130,27.36,3885.12
E06386,15,179,43.21,8382.74
E01757,0,145,47.77,6926.65
E08985,2,147,17.6,2622.4
E03276,6,158,34.52,5661.28
E00252,17,173,27.73,5268.7
E08016,10,126,24.91,3387.76
E03059,8,170,12.84,2285.52
E09351,13,176,40.37,7629.93
E07893,8,180,30.47,5728.36
E02904,15,164,23.43,4193.97
E07656,19,171,43.48,8261.2
E01108,3,120,12.86,1581.78
E09756,9,174,31.91,5839.53
E09155,12,150,47.0,7614.0
E03479,3,134,42.99,5889.63
E00137,16,138,27.13,4178.02
E09353,18,158,31.65,5570.4
E02496,11,169,48.78,8780.4
E08251,6,176,14.03,2553.46
E01210,13,179,49.09,9425.28
E07996,11,166,20.96,3709.92
E08856,8,134,28.59,4059.78
E02156,14,174,35.42,6658.96
E01655,16,158,38.17,6641.58
E09334,11,143,47.74,7351.96
E02063,15,158,22.56,3902.88
E00344,2,171,35.39,6122.47
E06236,20,123,29.64,4238.52
E09685,13,152,38.21,6304.65
E03456,0,159,30.54,4855.86
E07304,2,135,39.93,5470.41
E05182,20,144,26.09,4278.76
E09970,18,151,25.82,4363.58
E05360,20,177,33.66,6631.02
E00377,1,171,42.82,7365.04
E03311,18,175,31.45,6069.85
E00614,3,159,48.7,7889.4
E09491,1,131,31.79,4196.28
E08109,15,131,45.65,6664.9
E02463,4,153,12.89,2023.73
E07389,7,148,31.94,4950.7
E09016,15,123,11.0,1518.0
E00472,18,176,38.19,7408.86
E07746,10,144,11.47,1766.38
E02612,10,146,43.92,6851.52
E04690,17,134,24.44,3690.44
E04010,0,128,13.47,1724.16
E00035,9,137,27.03,3946.38
E08505,3,164,12.49,2085.83
E09988,6,143,44.89,6688.61
E05152,14,164,32.0,5696.0
E00269,15,133,22.02,3258.96
E08039,14,135,46.29,6897.21
E07023,15,138,30.63,4686.39
E08770,7,161,31.2,5241.6
E07314,4,131,21.46,2897.1
E03610,7,148,48.35,7494.25
E06750,15,162,16.04,2839.08
E02925,5,179,30.72,5652.48
E04485,2,157,25.66,4079.94
E06195,15,152,32.08,5357.36
E01020,13,179,25.61,4917.12
E01753,0,142,29.33,4164.86
E03156,0,171,34.53,5904.63
E05093,4,153,29.9,4694.3
E05520,12,130,17.12,2431.04
E01283,18,159,31.71,5612.67
E06946,18,155,24.15,4177.95
E05926,18,171,22.14,4184.46
E09561,4,132,36.72,4993.92
E00128,9,166,32.57,5699.75
E05365,2,131,24.41,3246.53
E07017,17,157,20.22,3518.28
E09474,12,176,36.63,6886.44
E08747,16,169,16.05,2969.25
E04003,6,168,34.37,5980.38
E06583,18,167,45.69,8452.65
E00191,10,160,18.24,3100.8
E02210,12,174,33.43,6217.98
E00558,16,174,31.36,5958.4
E09289,17,138,43.87,6799.85
E05073,7,161,40.23,6758.64
E09815,8,123,43.05,5639.55
E06219,1,127,43.72,5596.16
E02529,8,152,29.54,4726.4
E07681,17,136,47.16,7215.48
E08623,9,137,23.5,3431.0
E01676,9,126,28.7,3874.5
E09535,20,169,38.81,7335.09
E00642,5,148,47.73,7302.69
E06038,2,131,36.05,4794.65
E04098,0,174,37.89,6592.86
E09489,0,146,41.2,6015.2
E05105,2,168,16.24,2760.8
E02648,9,144,10.9,1667.7
E09368,17,173,41.15,7818.5
E09470,19,125,12.94,1863.36
E09462,1,137,20.62,2845.56
E01361,6,180,18.33,3409.38
E00536,0,136,25.13,3417.68
E05980,10,121,23.97,3140.07
E03853,0,155,27.31,4233.05
E08116,5,160,20.28,3346.2
E01398,14,166,48.21,8677.8
E09349,6,148,11.68,1798.72
E03018,3,142,28.34,4109.3
E00863,16,158,38.04,6618.96
E02142,4,164,29.85,5014.8
E05099,20,174,47.47,9209.18
E06818,4,180,39.85,7332.4
E07019,6,163,28.86,4877.34
E00974,5,147,30.34,4611.68
E08046,7,133,40.34,5647.6
E08995,17,175,42.41,8142.72
E01692,20,136,47.29,7377.24
E02647,8,122,40.38,5249.4
E07143,18,167,30.87,5710.95
E07475,6,144,49.44,7416.0
E05973,1,138,41.87,5819.93
E00859,3,179,35.98,6548.36
E04457,17,155,31.64,5442.08
E01170,19,128,29.75,4373.25
E07699,8,122,34.22,4448.6
E05335,4,178,11.15,2029.3
E02040,0,177,35.02,6198.54
E09626,15,172,40.37,7549.19
E01234,20,137,48.9,7677.3
E03009,10,179,19.35,3657.15
E01667,1,137,45.34,6256.92
E04953,7,125,19.11,2522.52
E07974,13,152,32.35,5337.75
E06523,6,120,44.68,5629.68
E04285,18,143,29.55,4757.55
E05844,4,173,14.2,2513.4
E01161,11,172,40.74,7455.42
E05885,0,125,31.32,3915.0
E01108,10,129,12.86,1787.54
E06112,6,141,32.11,4720.17
E02073,18,148,42.51,7056.66
E07968,14,128,45.29,6431.18
E05833,6,131,37.64,5156.68
E04202,10,149,16.55,2631.45
E04403,11,157,44.89,7541.52
E09847,13,125,14.43,1991.34
E06131,17,138,26.37,4087.35
E03868,13,145,31.49,4975.42
E08385,4,136,33.37,4671.8
E06134,6,174,19.75,3555.0
E03908,2,147,49.0,7301.0
E00793,12,175,37.39,6991.93
E03941,16,121,18.53,2538.61
E02491,18,157,35.75,6256.25
E07739,20,126,26.22,3828.12
E08505,9,179,12.49,2348.12
E07677,15,136,38.54,5819.54
E02839,19,173,41.43,7954.56
E09770,12,125,18.13,2483.81
E06007,12,180,18.47,3546.24
E01848,10,159,38.04,6428.76
E02344,15,174,35.38,6686.82
E07096,19,131,26.27,3940.5
E03902,14,132,12.23,1785.58
E08438,5,147,38.96,5921.92
E01157,19,136,13.63,2112.65
E00119,4,162,10.11,1678.26
E03336,4,160,31.39,5147.96
E09980,6,142,14.47,2141.56
E06301,15,129,35.04,5045.76
E01120,8,171,25.65,4591.35
E04487,1,137,33.15,4574.7
E02501,14,142,13.1,2043.6
E05170,6,171,42.61,7541.97
E03383,2,178,18.78,3380.4
E01276,3,170,49.15,8502.95
E02858,8,133,28.34,3995.94
E04415,11,175,44.4,8258.4
E06876,20,178,34.56,6842.88
E04211,2,128,30.68,3988.4
E03329,11,125,25.76,3503.36
E01506,2,147,27.25,4060.25
E04283,17,126,24.46,3497.78
E05907,18,157,15.71,2749.25
E06726,10,149,48.29,7678.11
E01501,10,124,28.42,3808.28
E06666,14,140,18.81,2896.74
E06213,11,157,22.07,3707.76
E05689,8,152,38.41,6145.6
E02075,18,154,39.3,6759.6
E09254,16,137,37.64,5758.92
E04611,0,126,49.69,6260.94
E08484,4,145,37.14,5533.86
E03906,14,131,27.84,4036.8
E02129,16,129,16.96,2459.2
E03471,8,135,14.74,2107.82
E05052,2,147,27.04,4028.96
E06910,20,143,30.28,4935.64
E07410,3,132,33.71,4550.85
E07100,1,138,21.11,2934.29
E09234,16,155,45.27,7741.17
E05725,13,130,23.11,3304.73
E04533,16,122,42.59,5877.42
E04286,13,155,22.83,3835.44
E06460,3,139,47.95,6808.9
E00472,8,127,38.19,5155.65
E09084,7,144,17.99,2716.49
E05172,5,147,36.41,5534.32
E03827,17,136,32.41,4958.73
E04795,0,131,17.22,2255.82
E08845,12,159,11.25,1923.75
E04578,7,143,23.63,3544.5
E05401,2,132,44.9,6016.6
E01878,3,149,26.62,4046.24
E05294,1,134,38.49,5196.15
E09166,8,159,21.73,3628.91
E08589,1,180,23.9,4325.9
E00588,18,148,30.64,5086.24
E05438,20,151,27.6,4719.6
E04169,20,156,40.64,7152.64
E00205,20,134,40.78,6280.12
E07581,13,127,16.61,2325.4
E03551,10,173,36.9,6752.7
E00006,19,148,26.92,4495.64
E03567,7,167,33.91,5900.34
E03311,3,127,31.45,4088.5
E09589,11,169,47.01,8461.8
E09317,16,164,25.98,4676.4
E08658,18,165,16.56,3030.48
E06533,11,123,29.78,3990.52
E03177,16,133,22.55,3359.95
E07612,20,126,15.7,2292.2
E01453,8,122,38.97,5066.1
E05868,12,133,35.21,5105.45
E08148,13,142,28.0,4340.0
E00994,16,127,15.84,2265.12
E02091,2,154,47.38,7391.28
E03329,7,130,25.76,3529.12
E08248,19,137,46.32,7225.92
E05646,5,152,38.92,6110.44
E07043,19,126,37.03,5369.35
E06092,10,129,47.73,6634.47
E02033,19,153,35.31,6073.32
E08843,8,154,12.4,2008.8
E06123,17,139,41.2,6427.2
E07607,16,158,29.9,5202.6
E06890,9,140,36.9,5498.1
E08230,14,161,48.79,8538.25
E08727,10,133,39.44,5639.92
E09350,20,166,30.81,5730.66
E07584,1,178,29.29,5242.91
E00647,13,151,42.05,6896.2
E07454,18,128,26.47,3864.62
E06637,5,178,42.36,7751.88
E09006,4,148,37.16,5648.32
E03890,17,147,20.34,3335.76
E06909,0,167,20.07,3351.69
E03693,2,128,11.76,1528.8
E02735,3,151,20.02,3083.08
E07130,8,162,49.48,8411.6
E00828,11,136,38.94,5724.18
E01927,5,120,49.27,6158.75
E06546,11,120,46.24,6057.44
E00857,11,163,33.86,5891.64
E09901,1,129,41.55,5401.5
E00696,20,129,44.81,6676.69
E02568,5,124,33.04,4262.16
E04983,17,127,34.88,5022.72
E03617,14,173,20.58,3848.46
E07105,11,159,43.39,7376.3
E09422,4,124,42.36,5422.08
E05736,0,163,34.44,5613.72
E03341,13,158,43.06,7363.26
E04908,8,124,44.19,5833.08
E02263,5,153,34.45,5443.1
E07184,0,147,21.74,3195.78
E06600,3,120,44.7,5498.1
E07079,9,124,43.18,5742.94
E03351,6,124,43.86,5701.8
E03429,19,143,18.02,2919.24
E06697,11,131,39.45,5601.9
E05745,9,126,32.31,4361.85
E00535,12,120,36.45,4811.4
E00252,18,144,27.73,4492.26
E09845,11,142,32.3,4941.9
E00644,4,162,34.85,5785.1
E03861,20,149,49.51,8367.19
E02127,6,137,49.84,7127.12
E07805,13,149,33.95,5499.9
E06025,18,170,19.26,3620.88
E00431,11,173,20.29,3733.36
E09760,19,152,16.17,2765.07
E06428,14,126,32.56,4558.4
E00817,10,127,18.83,2579.71
E09745,10,170,48.54,8737.2
E09332,13,147,12.39,1982.4
E02909,18,134,34.95,5312.4
E03970,12,148,17.36,2777.6
E00996,11,125,20.58,2798.88
E02711,5,178,49.18,8999.94
E01270,3,126,47.1,6075.9
E05949,12,122,25.85,3463.9
E02811,1,130,28.8,3772.8
E02841,7,154,25.13,4045.93
E06813,20,148,11.03,1853.04
E04055,2,151,49.96,7643.88
E03811,13,144,45.14,7086.98
E07988,18,125,33.75,4826.25
E07898,20,149,30.44,5144.36
E08998,5,162,27.21,4544.07
E00695,15,141,29.04,4530.24
E03632,1,131,17.11,2258.52
E09215,19,180,23.33,4642.67
E05232,20,141,18.4,2962.4
E03310,7,159,10.02,1663.32
E01875,16,170,10.58,1967.88
E02128,14,169,16.46,3012.18
E00025,16,133,38.9,5796.1
E03444,20,164,31.04,5711.36
E03087,6,132,47.34,6532.92
E09858,15,135,26.08,3912.0
E08025,14,137,14.46,2183.46
E09742,15,173,26.05,4897.4
E09009,2,167,30.81,5206.89
E05456,1,153,48.57,7479.78
E08107,15,128,18.0,2574.0
E09711,13,161,46.4,8073.6
E07663,14,124,14.81,2043.78
E08055,15,145,42.37,6779.2
E06136,17,168,13.48,2493.8
E05641,7,130,45.34,6211.58
E08176,2,165,30.39,5075.13
E05124,19,135,34.68,5340.72
E03471,4,154,14.74,2328.92
E01222,13,162,25.36,4438.0
E06900,9,142,19.89,3003.39
E05284,16,176,14.13,2712.96
E07889,4,135,27.3,3794.7
E05262,10,122,15.79,2084.28
E09028,10,143,25.94,3968.82
E06732,3,171,48.96,8519.04
E03289,7,171,10.97,1952.66
E09303,18,176,19.06,3697.64
E00987,10,160,18.23,3099.1
E05777,7,145,25.0,3800.0
E09228,9,152,14.62,2353.82
E03035,15,126,48.69,6865.29
E08762,15,171,43.37,8066.82
E04675,5,140,30.18,4376.1
E06973,6,144,32.02,4803.0
E04518,8,144,16.18,2459.36
E08568,9,141,36.87,5530.5
E01910,17,133,17.3,2595.0
E03935,19,146,32.93,5433.45
E07648,3,134,26.85,3678.45
E05783,6,157,17.28,2816.64
E07526,13,137,35.4,5310.0
E01568,11,125,17.28,2350.08
E00525,3,148,18.82,2841.82
E06535,20,170,38.66,7345.4
E04706,15,151,46.37,7697.42
E01437,11,167,27.97,4978.66
E02651,16,179,43.29,8441.55
E03388,6,173,26.9,4815.1
E01292,7,137,44.35,6386.4
E06961,16,178,42.6,8264.4
E09449,8,146,13.09,2015.86
E06286,11,175,14.8,2752.8
E04133,3,154,34.13,5358.41
E05103,10,159,29.41,4970.29
E03343,8,172,46.01,8281.8
E04618,1,136,16.46,2255.02
E00179,17,148,25.98,4286.7
E07163,13,153,28.31,4699.46
E06881,2,124,44.43,5598.18
E08427,1,161,19.2,3110.4
E05695,14,144,21.27,3360.66
E02537,10,126,21.62,2940.32
E03317,1,177,49.17,8752.26
E05927,3,165,21.83,3667.44
E02642,7,128,14.4,1944.0
E01355,7,120,48.28,6131.56
E01695,20,128,33.73,4992.04
E05777,13,120,25.0,3325.0
E01939,12,169,37.9,6859.9
E03334,1,136,19.57,2681.09
E04239,10,135,30.7,4451.5
E07658,16,161,48.58,8598.66
E07776,5,157,11.89,1926.18
E06031,0,172,10.47,1800.84
E08582,4,156,18.83,3012.8
E03843,1,130,11.96,1566.76
E04974,18,154,21.61,3716.92
E01654,0,137,26.81,3672.97
E06026,19,161,41.85,7533.0
E07110,17,179,28.2,5527.2
E01687,8,146,16.54,2547.16
E08089,13,148,37.63,6058.43
E02428,14,120,30.58,4097.72
E01497,6,138,17.69,2547.36
E04622,12,131,22.86,3268.98
E05744,3,132,38.34,5175.9
E06946,2,179,24.15,4371.15
E08348,2,126,17.34,2219.52
E06703,20,136,39.04,6090.24
E08968,17,138,39.8,6169.0
E06256,10,174,35.2,6476.8
E00328,19,132,44.29,6687.79
E08839,19,162,14.55,2633.55
E05660,5,157,12.65,2049.3
E03568,1,140,24.42,3443.22
E09419,2,171,45.04,7791.92
E09730,16,156,35.43,6093.96
E01554,17,122,17.36,2413.04
E03571,6,138,11.42,1644.48
E06797,5,164,14.7,2484.3
E09687,17,155,32.87,5653.64
E04960,17,153,48.11,8178.7
E08746,19,144,44.93,7323.59
E09850,13,141,32.7,5035.8
